, ,Number of genomes,gene_class
34345,Cluster 34345,9,unique
34346,Cluster 34346,9,unique
34347,Cluster 34347,17,unique
34348,Cluster 34348,11,unique
34349,Cluster 34349,18,unique
34350,Cluster 34350,10,unique
34351,Cluster 34351,2,unique
34352,Cluster 34352,2,unique
34353,Cluster 34353,1,unique
34354,Cluster 34354,1,unique
34355,Cluster 34355,1,unique
34356,Cluster 34356,1,unique
34357,Cluster 34357,3,unique
34358,Cluster 34358,6,unique
34359,Cluster 34359,4,unique
34360,Cluster 34360,177,accessory
34361,Cluster 34361,1,unique
34362,Cluster 34362,15,unique
34363,Cluster 34363,3,unique
34364,Cluster 34364,1,unique
34365,Cluster 34365,3,unique
34366,Cluster 34366,3,unique
34367,Cluster 34367,6,unique
34368,Cluster 34368,1,unique
34369,Cluster 34369,3,unique
34370,Cluster 34370,1,unique
34371,Cluster 34371,4,unique
34372,Cluster 34372,1,unique
34373,Cluster 34373,16,unique
34374,Cluster 34374,67,unique
34375,Cluster 34375,1,unique
34376,Cluster 34376,1,unique
34377,Cluster 34377,10,unique
34378,Cluster 34378,2,unique
34379,Cluster 34379,1,unique
34380,Cluster 34380,13,unique
34381,Cluster 34381,1,unique
34382,Cluster 34382,33,unique
34383,Cluster 34383,16,unique
34384,Cluster 34384,1,unique
34385,Cluster 34385,1,unique
34386,Cluster 34386,1,unique
34387,Cluster 34387,2,unique
34388,Cluster 34388,1,unique
34389,Cluster 34389,1,unique
34390,Cluster 34390,2,unique
34391,Cluster 34391,3,unique
34392,Cluster 34392,3,unique
34393,Cluster 34393,1,unique
34394,Cluster 34394,1,unique
34395,Cluster 34395,1,unique
34396,Cluster 34396,11,unique
34397,Cluster 34397,18,unique
34398,Cluster 34398,113,accessory
34399,Cluster 34399,6,unique
34400,Cluster 34400,292,accessory
34401,Cluster 34401,5,unique
34402,Cluster 34402,1322,core
34403,Cluster 34403,1,unique
34404,Cluster 34404,2,unique
34405,Cluster 34405,1,unique
34406,Cluster 34406,2,unique
34407,Cluster 34407,960,accessory
34408,Cluster 34408,16,unique
34409,Cluster 34409,2,unique
34410,Cluster 34410,2,unique
34411,Cluster 34411,3,unique
34412,Cluster 34412,4,unique
34413,Cluster 34413,97,unique
34414,Cluster 34414,2,unique
34415,Cluster 34415,5,unique
34416,Cluster 34416,2,unique
34417,Cluster 34417,2,unique
34418,Cluster 34418,11,unique
34419,Cluster 34419,24,unique
34420,Cluster 34420,2,unique
34421,Cluster 34421,2,unique
34422,Cluster 34422,1,unique
34423,Cluster 34423,100,unique
34424,Cluster 34424,2,unique
34425,Cluster 34425,5,unique
34426,Cluster 34426,1,unique
34427,Cluster 34427,3,unique
34428,Cluster 34428,9,unique
34429,Cluster 34429,2,unique
34430,Cluster 34430,3,unique
34431,Cluster 34431,2,unique
34432,Cluster 34432,3,unique
34433,Cluster 34433,31,unique
34434,Cluster 34434,2,unique
34435,Cluster 34435,2,unique
34436,Cluster 34436,6,unique
34437,Cluster 34437,2,unique
34438,Cluster 34438,2,unique
34439,Cluster 34439,2,unique
34440,Cluster 34440,9,unique
34441,Cluster 34441,6,unique
34442,Cluster 34442,5,unique
34443,Cluster 34443,12,unique
34444,Cluster 34444,17,unique
34445,Cluster 34445,1315,core
34446,Cluster 34446,1,unique
34447,Cluster 34447,6,unique
34448,Cluster 34448,2,unique
34449,Cluster 34449,1,unique
34450,Cluster 34450,1,unique
34451,Cluster 34451,1,unique
34452,Cluster 34452,1,unique
34453,Cluster 34453,1,unique
34454,Cluster 34454,6,unique
34455,Cluster 34455,7,unique
34456,Cluster 34456,2,unique
34457,Cluster 34457,1,unique
34458,Cluster 34458,1,unique
34459,Cluster 34459,3,unique
34460,Cluster 34460,14,unique
34461,Cluster 34461,1,unique
34462,Cluster 34462,6,unique
34463,Cluster 34463,6,unique
34464,Cluster 34464,4,unique
34465,Cluster 34465,1,unique
34466,Cluster 34466,1,unique
34467,Cluster 34467,1,unique
34468,Cluster 34468,1,unique
34469,Cluster 34469,1,unique
34470,Cluster 34470,1,unique
34471,Cluster 34471,1,unique
34472,Cluster 34472,2,unique
34473,Cluster 34473,1,unique
34474,Cluster 34474,1,unique
34475,Cluster 34475,2,unique
34476,Cluster 34476,2,unique
34477,Cluster 34477,137,accessory
34478,Cluster 34478,2,unique
34479,Cluster 34479,1,unique
34480,Cluster 34480,1,unique
34481,Cluster 34481,10,unique
34482,Cluster 34482,1,unique
34483,Cluster 34483,1,unique
34484,Cluster 34484,1,unique
34485,Cluster 34485,1,unique
34486,Cluster 34486,1,unique
34487,Cluster 34487,1,unique
34488,Cluster 34488,1,unique
34489,Cluster 34489,1,unique
34490,Cluster 34490,1,unique
34491,Cluster 34491,4,unique
34492,Cluster 34492,6,unique
34493,Cluster 34493,1,unique
34494,Cluster 34494,1,unique
34495,Cluster 34495,1,unique
34496,Cluster 34496,1,unique
34497,Cluster 34497,9,unique
34498,Cluster 34498,22,unique
34499,Cluster 34499,45,unique
34500,Cluster 34500,118,accessory
34501,Cluster 34501,2,unique
34502,Cluster 34502,3,unique
34503,Cluster 34503,1,unique
34504,Cluster 34504,1,unique
34505,Cluster 34505,1,unique
34506,Cluster 34506,5,unique
34507,Cluster 34507,1,unique
34508,Cluster 34508,2,unique
34509,Cluster 34509,2,unique
34510,Cluster 34510,1,unique
34511,Cluster 34511,3,unique
34512,Cluster 34512,2,unique
34513,Cluster 34513,2,unique
34514,Cluster 34514,1,unique
34515,Cluster 34515,1,unique
34516,Cluster 34516,1,unique
34517,Cluster 34517,1,unique
34518,Cluster 34518,1,unique
34519,Cluster 34519,8,unique
34520,Cluster 34520,1,unique
34521,Cluster 34521,1,unique
34522,Cluster 34522,5,unique
34523,Cluster 34523,6,unique
34524,Cluster 34524,2,unique
34525,Cluster 34525,1,unique
34526,Cluster 34526,2,unique
34527,Cluster 34527,1,unique
34528,Cluster 34528,3,unique
34529,Cluster 34529,2,unique
34530,Cluster 34530,1,unique
34531,Cluster 34531,144,accessory
34532,Cluster 34532,1,unique
34533,Cluster 34533,1,unique
34534,Cluster 34534,1,unique
34535,Cluster 34535,1,unique
34536,Cluster 34536,1,unique
34537,Cluster 34537,3,unique
34538,Cluster 34538,284,accessory
34539,Cluster 34539,1,unique
34540,Cluster 34540,2,unique
34541,Cluster 34541,1,unique
34542,Cluster 34542,1,unique
34543,Cluster 34543,1,unique
34544,Cluster 34544,1,unique
34545,Cluster 34545,1,unique
34546,Cluster 34546,1,unique
34547,Cluster 34547,1,unique
34548,Cluster 34548,3,unique
34549,Cluster 34549,1,unique
34550,Cluster 34550,2,unique
34551,Cluster 34551,4,unique
34552,Cluster 34552,1327,core
34553,Cluster 34553,190,accessory
34554,Cluster 34554,1103,accessory
34555,Cluster 34555,1,unique
34556,Cluster 34556,382,accessory
34557,Cluster 34557,84,unique
34558,Cluster 34558,68,unique
34559,Cluster 34559,52,unique
34560,Cluster 34560,65,unique
34561,Cluster 34561,145,accessory
34562,Cluster 34562,1,unique
34563,Cluster 34563,9,unique
34564,Cluster 34564,1,unique
34565,Cluster 34565,157,accessory
34566,Cluster 34566,10,unique
34567,Cluster 34567,128,accessory
34568,Cluster 34568,5,unique
34569,Cluster 34569,46,unique
34570,Cluster 34570,7,unique
34571,Cluster 34571,1,unique
34572,Cluster 34572,1,unique
34573,Cluster 34573,30,unique
34574,Cluster 34574,125,accessory
34575,Cluster 34575,58,unique
34576,Cluster 34576,8,unique
34577,Cluster 34577,1,unique
34578,Cluster 34578,1,unique
34579,Cluster 34579,6,unique
34580,Cluster 34580,4,unique
34581,Cluster 34581,17,unique
34582,Cluster 34582,1,unique
34583,Cluster 34583,4,unique
34584,Cluster 34584,41,unique
34585,Cluster 34585,1,unique
34586,Cluster 34586,1,unique
34587,Cluster 34587,122,accessory
34588,Cluster 34588,1,unique
34589,Cluster 34589,1,unique
34590,Cluster 34590,3,unique
34591,Cluster 34591,1,unique
34592,Cluster 34592,5,unique
34593,Cluster 34593,115,accessory
34594,Cluster 34594,1,unique
34595,Cluster 34595,1,unique
34596,Cluster 34596,1,unique
34597,Cluster 34597,1,unique
34598,Cluster 34598,15,unique
34599,Cluster 34599,1,unique
34600,Cluster 34600,4,unique
34601,Cluster 34601,2,unique
34602,Cluster 34602,3,unique
34603,Cluster 34603,4,unique
34604,Cluster 34604,1,unique
34605,Cluster 34605,1,unique
34606,Cluster 34606,6,unique
34607,Cluster 34607,1,unique
34608,Cluster 34608,1,unique
34609,Cluster 34609,1,unique
34610,Cluster 34610,14,unique
34611,Cluster 34611,1,unique
34612,Cluster 34612,10,unique
34613,Cluster 34613,1,unique
34614,Cluster 34614,1,unique
34615,Cluster 34615,1,unique
34616,Cluster 34616,1,unique
34617,Cluster 34617,6,unique
34618,Cluster 34618,5,unique
34619,Cluster 34619,1,unique
34620,Cluster 34620,4,unique
34621,Cluster 34621,1,unique
34622,Cluster 34622,1,unique
34623,Cluster 34623,1,unique
34624,Cluster 34624,9,unique
34625,Cluster 34625,5,unique
34626,Cluster 34626,1,unique
34627,Cluster 34627,1,unique
34628,Cluster 34628,1,unique
34629,Cluster 34629,1,unique
34630,Cluster 34630,14,unique
34631,Cluster 34631,59,unique
34632,Cluster 34632,1,unique
34633,Cluster 34633,3,unique
34634,Cluster 34634,149,accessory
34635,Cluster 34635,11,unique
34636,Cluster 34636,23,unique
34637,Cluster 34637,24,unique
34638,Cluster 34638,2,unique
34639,Cluster 34639,2,unique
34640,Cluster 34640,3,unique
34641,Cluster 34641,1,unique
34642,Cluster 34642,5,unique
34643,Cluster 34643,6,unique
34644,Cluster 34644,3,unique
34645,Cluster 34645,2,unique
34646,Cluster 34646,1320,core
34647,Cluster 34647,2,unique
34648,Cluster 34648,1,unique
34649,Cluster 34649,4,unique
34650,Cluster 34650,3,unique
34651,Cluster 34651,2,unique
34652,Cluster 34652,4,unique
34653,Cluster 34653,23,unique
34654,Cluster 34654,4,unique
34655,Cluster 34655,1,unique
34656,Cluster 34656,1,unique
34657,Cluster 34657,2,unique
34658,Cluster 34658,2,unique
34659,Cluster 34659,7,unique
34660,Cluster 34660,2,unique
34661,Cluster 34661,1306,core
34662,Cluster 34662,2,unique
34663,Cluster 34663,4,unique
34664,Cluster 34664,2,unique
34665,Cluster 34665,2,unique
34666,Cluster 34666,2,unique
34667,Cluster 34667,14,unique
34668,Cluster 34668,11,unique
34669,Cluster 34669,42,unique
34670,Cluster 34670,5,unique
34671,Cluster 34671,2,unique
34672,Cluster 34672,1,unique
34673,Cluster 34673,1,unique
34674,Cluster 34674,1,unique
34675,Cluster 34675,1,unique
34676,Cluster 34676,1,unique
34677,Cluster 34677,15,unique
34678,Cluster 34678,1,unique
34679,Cluster 34679,1304,core
34680,Cluster 34680,5,unique
34681,Cluster 34681,2,unique
34682,Cluster 34682,7,unique
34683,Cluster 34683,1,unique
34684,Cluster 34684,1,unique
34685,Cluster 34685,11,unique
34686,Cluster 34686,1,unique
34687,Cluster 34687,1,unique
34688,Cluster 34688,1,unique
34689,Cluster 34689,67,unique
34690,Cluster 34690,5,unique
34691,Cluster 34691,1,unique
34692,Cluster 34692,1,unique
34693,Cluster 34693,6,unique
34694,Cluster 34694,1,unique
34695,Cluster 34695,1,unique
34696,Cluster 34696,1,unique
34697,Cluster 34697,5,unique
34698,Cluster 34698,4,unique
34699,Cluster 34699,3,unique
34700,Cluster 34700,1,unique
34701,Cluster 34701,1,unique
34702,Cluster 34702,1,unique
34703,Cluster 34703,1,unique
34704,Cluster 34704,1,unique
34705,Cluster 34705,1,unique
34706,Cluster 34706,29,unique
34707,Cluster 34707,1,unique
34708,Cluster 34708,2,unique
34709,Cluster 34709,11,unique
34710,Cluster 34710,1,unique
34711,Cluster 34711,1,unique
34712,Cluster 34712,8,unique
34713,Cluster 34713,1,unique
34714,Cluster 34714,7,unique
34715,Cluster 34715,2,unique
34716,Cluster 34716,1,unique
34717,Cluster 34717,7,unique
34718,Cluster 34718,1,unique
34719,Cluster 34719,1,unique
34720,Cluster 34720,1,unique
34721,Cluster 34721,1,unique
34722,Cluster 34722,1,unique
34723,Cluster 34723,1,unique
34724,Cluster 34724,36,unique
34725,Cluster 34725,3,unique
34726,Cluster 34726,11,unique
34727,Cluster 34727,1,unique
34728,Cluster 34728,3,unique
34729,Cluster 34729,3,unique
34730,Cluster 34730,2,unique
34731,Cluster 34731,2,unique
34732,Cluster 34732,2,unique
34733,Cluster 34733,2,unique
34734,Cluster 34734,1,unique
34735,Cluster 34735,2,unique
34736,Cluster 34736,1,unique
34737,Cluster 34737,2,unique
34738,Cluster 34738,1,unique
34739,Cluster 34739,16,unique
34740,Cluster 34740,2,unique
34741,Cluster 34741,3,unique
34742,Cluster 34742,5,unique
34743,Cluster 34743,1,unique
34744,Cluster 34744,1,unique
34745,Cluster 34745,1,unique
34746,Cluster 34746,9,unique
34747,Cluster 34747,1,unique
34748,Cluster 34748,1,unique
34749,Cluster 34749,3,unique
34750,Cluster 34750,1,unique
34751,Cluster 34751,3,unique
34752,Cluster 34752,3,unique
34753,Cluster 34753,1,unique
34754,Cluster 34754,1,unique
34755,Cluster 34755,1,unique
34756,Cluster 34756,1,unique
34757,Cluster 34757,1,unique
34758,Cluster 34758,1,unique
34759,Cluster 34759,1,unique
34760,Cluster 34760,1,unique
34761,Cluster 34761,2,unique
34762,Cluster 34762,1,unique
34763,Cluster 34763,1,unique
34764,Cluster 34764,1,unique
34765,Cluster 34765,1,unique
34766,Cluster 34766,1,unique
34767,Cluster 34767,1326,core
34768,Cluster 34768,1319,core
34769,Cluster 34769,6,unique
34770,Cluster 34770,1323,core
34771,Cluster 34771,615,accessory
34772,Cluster 34772,2,unique
34773,Cluster 34773,1,unique
34774,Cluster 34774,63,unique
34775,Cluster 34775,6,unique
34776,Cluster 34776,8,unique
34777,Cluster 34777,5,unique
34778,Cluster 34778,8,unique
34779,Cluster 34779,236,accessory
34780,Cluster 34780,13,unique
34781,Cluster 34781,4,unique
34782,Cluster 34782,6,unique
34783,Cluster 34783,30,unique
34784,Cluster 34784,130,accessory
34785,Cluster 34785,29,unique
34786,Cluster 34786,9,unique
34787,Cluster 34787,23,unique
34788,Cluster 34788,387,accessory
34789,Cluster 34789,14,unique
34790,Cluster 34790,1,unique
34791,Cluster 34791,50,unique
34792,Cluster 34792,1,unique
34793,Cluster 34793,1,unique
34794,Cluster 34794,1,unique
34795,Cluster 34795,315,accessory
34796,Cluster 34796,8,unique
34797,Cluster 34797,9,unique
34798,Cluster 34798,129,accessory
34799,Cluster 34799,3,unique
34800,Cluster 34800,1,unique
34801,Cluster 34801,8,unique
34802,Cluster 34802,14,unique
34803,Cluster 34803,4,unique
34804,Cluster 34804,4,unique
34805,Cluster 34805,1,unique
34806,Cluster 34806,1,unique
34807,Cluster 34807,7,unique
34808,Cluster 34808,2,unique
34809,Cluster 34809,92,unique
34810,Cluster 34810,10,unique
34811,Cluster 34811,2,unique
34812,Cluster 34812,1,unique
34813,Cluster 34813,1,unique
34814,Cluster 34814,7,unique
34815,Cluster 34815,6,unique
34816,Cluster 34816,1,unique
34817,Cluster 34817,6,unique
34818,Cluster 34818,21,unique
34819,Cluster 34819,3,unique
34820,Cluster 34820,14,unique
34821,Cluster 34821,1,unique
34822,Cluster 34822,2,unique
34823,Cluster 34823,1,unique
34824,Cluster 34824,1,unique
34825,Cluster 34825,1,unique
34826,Cluster 34826,2,unique
34827,Cluster 34827,12,unique
34828,Cluster 34828,6,unique
34829,Cluster 34829,3,unique
34830,Cluster 34830,147,accessory
34831,Cluster 34831,1,unique
34832,Cluster 34832,1,unique
34833,Cluster 34833,1,unique
34834,Cluster 34834,1,unique
34835,Cluster 34835,2,unique
34836,Cluster 34836,1,unique
34837,Cluster 34837,21,unique
34838,Cluster 34838,41,unique
34839,Cluster 34839,43,unique
34840,Cluster 34840,1,unique
34841,Cluster 34841,1,unique
34842,Cluster 34842,1,unique
34843,Cluster 34843,1,unique
34844,Cluster 34844,8,unique
34845,Cluster 34845,5,unique
34846,Cluster 34846,23,unique
34847,Cluster 34847,9,unique
34848,Cluster 34848,24,unique
34849,Cluster 34849,6,unique
34850,Cluster 34850,6,unique
34851,Cluster 34851,3,unique
34852,Cluster 34852,2,unique
34853,Cluster 34853,7,unique
34854,Cluster 34854,8,unique
34855,Cluster 34855,115,accessory
34856,Cluster 34856,3,unique
34857,Cluster 34857,2,unique
34858,Cluster 34858,3,unique
34859,Cluster 34859,1,unique
34860,Cluster 34860,2,unique
34861,Cluster 34861,2,unique
34862,Cluster 34862,2,unique
34863,Cluster 34863,6,unique
34864,Cluster 34864,2,unique
34865,Cluster 34865,2,unique
34866,Cluster 34866,2,unique
34867,Cluster 34867,1,unique
34868,Cluster 34868,2,unique
34869,Cluster 34869,4,unique
34870,Cluster 34870,2,unique
34871,Cluster 34871,6,unique
34872,Cluster 34872,25,unique
34873,Cluster 34873,1,unique
34874,Cluster 34874,1,unique
34875,Cluster 34875,4,unique
34876,Cluster 34876,1,unique
34877,Cluster 34877,1,unique
34878,Cluster 34878,5,unique
34879,Cluster 34879,1,unique
34880,Cluster 34880,2,unique
34881,Cluster 34881,2,unique
34882,Cluster 34882,2,unique
34883,Cluster 34883,3,unique
34884,Cluster 34884,11,unique
34885,Cluster 34885,6,unique
34886,Cluster 34886,2,unique
34887,Cluster 34887,5,unique
34888,Cluster 34888,5,unique
34889,Cluster 34889,1,unique
34890,Cluster 34890,10,unique
34891,Cluster 34891,1,unique
34892,Cluster 34892,1,unique
34893,Cluster 34893,4,unique
34894,Cluster 34894,3,unique
34895,Cluster 34895,79,unique
34896,Cluster 34896,1,unique
34897,Cluster 34897,1,unique
34898,Cluster 34898,8,unique
34899,Cluster 34899,2,unique
34900,Cluster 34900,6,unique
34901,Cluster 34901,3,unique
34902,Cluster 34902,1,unique
34903,Cluster 34903,1,unique
34904,Cluster 34904,2,unique
34905,Cluster 34905,9,unique
34906,Cluster 34906,1,unique
34907,Cluster 34907,3,unique
34908,Cluster 34908,3,unique
34909,Cluster 34909,3,unique
34910,Cluster 34910,1,unique
34911,Cluster 34911,2,unique
34912,Cluster 34912,1,unique
34913,Cluster 34913,2,unique
34914,Cluster 34914,1,unique
34915,Cluster 34915,2,unique
34916,Cluster 34916,109,accessory
34917,Cluster 34917,9,unique
34918,Cluster 34918,1,unique
34919,Cluster 34919,3,unique
34920,Cluster 34920,29,unique
34921,Cluster 34921,6,unique
34922,Cluster 34922,45,unique
34923,Cluster 34923,1,unique
34924,Cluster 34924,1,unique
34925,Cluster 34925,22,unique
34926,Cluster 34926,1,unique
34927,Cluster 34927,2,unique
34928,Cluster 34928,15,unique
34929,Cluster 34929,1,unique
34930,Cluster 34930,401,accessory
34931,Cluster 34931,1,unique
34932,Cluster 34932,4,unique
34933,Cluster 34933,6,unique
34934,Cluster 34934,8,unique
34935,Cluster 34935,2,unique
34936,Cluster 34936,6,unique
34937,Cluster 34937,1,unique
34938,Cluster 34938,3,unique
34939,Cluster 34939,3,unique
34940,Cluster 34940,6,unique
34941,Cluster 34941,6,unique
34942,Cluster 34942,1,unique
34943,Cluster 34943,6,unique
34944,Cluster 34944,1,unique
34945,Cluster 34945,1,unique
34946,Cluster 34946,1,unique
34947,Cluster 34947,1321,core
34948,Cluster 34948,1,unique
34949,Cluster 34949,3,unique
34950,Cluster 34950,1,unique
34951,Cluster 34951,1,unique
34952,Cluster 34952,1,unique
34953,Cluster 34953,1,unique
34954,Cluster 34954,1,unique
34955,Cluster 34955,1,unique
34956,Cluster 34956,1,unique
34957,Cluster 34957,2,unique
34958,Cluster 34958,1,unique
34959,Cluster 34959,14,unique
34960,Cluster 34960,1,unique
34961,Cluster 34961,1,unique
34962,Cluster 34962,1,unique
34963,Cluster 34963,1,unique
34964,Cluster 34964,1,unique
34965,Cluster 34965,8,unique
34966,Cluster 34966,1,unique
34967,Cluster 34967,834,accessory
34968,Cluster 34968,4,unique
34969,Cluster 34969,1,unique
34970,Cluster 34970,198,accessory
34971,Cluster 34971,10,unique
34972,Cluster 34972,70,unique
34973,Cluster 34973,8,unique
34974,Cluster 34974,2,unique
34975,Cluster 34975,11,unique
34976,Cluster 34976,5,unique
34977,Cluster 34977,3,unique
34978,Cluster 34978,373,accessory
34979,Cluster 34979,9,unique
34980,Cluster 34980,4,unique
34981,Cluster 34981,57,unique
34982,Cluster 34982,5,unique
34983,Cluster 34983,11,unique
34984,Cluster 34984,14,unique
34985,Cluster 34985,2,unique
34986,Cluster 34986,1,unique
34987,Cluster 34987,1,unique
34988,Cluster 34988,501,accessory
34989,Cluster 34989,4,unique
34990,Cluster 34990,5,unique
34991,Cluster 34991,49,unique
34992,Cluster 34992,2,unique
34993,Cluster 34993,14,unique
34994,Cluster 34994,7,unique
34995,Cluster 34995,4,unique
34996,Cluster 34996,1,unique
34997,Cluster 34997,8,unique
34998,Cluster 34998,138,accessory
34999,Cluster 34999,1,unique
35000,Cluster 35000,15,unique
35001,Cluster 35001,2,unique
35002,Cluster 35002,3,unique
