, ,Number of genomes
23703,Cluster 23703,1
23704,Cluster 23704,1
23705,Cluster 23705,1
23706,Cluster 23706,1
23707,Cluster 23707,1
23708,Cluster 23708,115
23709,Cluster 23709,300
23710,Cluster 23710,2
23711,Cluster 23711,3
23712,Cluster 23712,1
23713,Cluster 23713,2
23714,Cluster 23714,1
23715,Cluster 23715,2
23716,Cluster 23716,1
23717,Cluster 23717,3
23718,Cluster 23718,2
23719,Cluster 23719,1
23720,Cluster 23720,1
23721,Cluster 23721,1
23722,Cluster 23722,8
23723,Cluster 23723,1
23724,Cluster 23724,1
23725,Cluster 23725,1
23726,Cluster 23726,1
23727,Cluster 23727,1
23728,Cluster 23728,32
23729,Cluster 23729,1
23730,Cluster 23730,13
23731,Cluster 23731,1
23732,Cluster 23732,1
23733,Cluster 23733,1
23734,Cluster 23734,77
23735,Cluster 23735,1
23736,Cluster 23736,1
23737,Cluster 23737,1320
23738,Cluster 23738,1
23739,Cluster 23739,1308
23740,Cluster 23740,3
23741,Cluster 23741,2
23742,Cluster 23742,1322
23743,Cluster 23743,1327
23744,Cluster 23744,1322
23745,Cluster 23745,1203
23746,Cluster 23746,1318
23747,Cluster 23747,407
23748,Cluster 23748,942
23749,Cluster 23749,1
23750,Cluster 23750,329
23751,Cluster 23751,88
23752,Cluster 23752,1
23753,Cluster 23753,2
23754,Cluster 23754,11
23755,Cluster 23755,3
23756,Cluster 23756,77
23757,Cluster 23757,106
23758,Cluster 23758,153
23759,Cluster 23759,36
23760,Cluster 23760,86
23761,Cluster 23761,1
23762,Cluster 23762,1
23763,Cluster 23763,1
23764,Cluster 23764,25
23765,Cluster 23765,1
23766,Cluster 23766,23
23767,Cluster 23767,3
23768,Cluster 23768,3
23769,Cluster 23769,179
23770,Cluster 23770,1
23771,Cluster 23771,3
23772,Cluster 23772,4
23773,Cluster 23773,1
23774,Cluster 23774,4
23775,Cluster 23775,4
23776,Cluster 23776,4
23777,Cluster 23777,4
23778,Cluster 23778,4
23779,Cluster 23779,14
23780,Cluster 23780,13
23781,Cluster 23781,8
23782,Cluster 23782,3
23783,Cluster 23783,4
23784,Cluster 23784,2
23785,Cluster 23785,11
23786,Cluster 23786,1321
23787,Cluster 23787,1
23788,Cluster 23788,9
23789,Cluster 23789,8
23790,Cluster 23790,1
23791,Cluster 23791,8
23792,Cluster 23792,4
23793,Cluster 23793,1
23794,Cluster 23794,5
23795,Cluster 23795,3
23796,Cluster 23796,124
23797,Cluster 23797,2
23798,Cluster 23798,1
23799,Cluster 23799,1
23800,Cluster 23800,1
23801,Cluster 23801,1
23802,Cluster 23802,9
23803,Cluster 23803,14
23804,Cluster 23804,1
23805,Cluster 23805,193
23806,Cluster 23806,48
23807,Cluster 23807,1
23808,Cluster 23808,1
23809,Cluster 23809,1
23810,Cluster 23810,2
23811,Cluster 23811,2
23812,Cluster 23812,4
23813,Cluster 23813,3
23814,Cluster 23814,11
23815,Cluster 23815,3
23816,Cluster 23816,2
23817,Cluster 23817,1
23818,Cluster 23818,42
23819,Cluster 23819,12
23820,Cluster 23820,2
23821,Cluster 23821,4
23822,Cluster 23822,130
23823,Cluster 23823,6
23824,Cluster 23824,9
23825,Cluster 23825,4
23826,Cluster 23826,2
23827,Cluster 23827,2
23828,Cluster 23828,2
23829,Cluster 23829,2
23830,Cluster 23830,2
23831,Cluster 23831,2
23832,Cluster 23832,2
23833,Cluster 23833,2
23834,Cluster 23834,2
23835,Cluster 23835,2
23836,Cluster 23836,1
23837,Cluster 23837,2
23838,Cluster 23838,1
23839,Cluster 23839,1
23840,Cluster 23840,1
23841,Cluster 23841,1
23842,Cluster 23842,1
23843,Cluster 23843,85
23844,Cluster 23844,1
23845,Cluster 23845,1
23846,Cluster 23846,4
23847,Cluster 23847,1
23848,Cluster 23848,1
23849,Cluster 23849,10
23850,Cluster 23850,13
23851,Cluster 23851,1
23852,Cluster 23852,2
23853,Cluster 23853,2
23854,Cluster 23854,4
23855,Cluster 23855,7
23856,Cluster 23856,4
23857,Cluster 23857,3
23858,Cluster 23858,1
23859,Cluster 23859,1
23860,Cluster 23860,1
23861,Cluster 23861,76
23862,Cluster 23862,15
23863,Cluster 23863,6
23864,Cluster 23864,1
23865,Cluster 23865,1317
23866,Cluster 23866,9
23867,Cluster 23867,2
23868,Cluster 23868,2
23869,Cluster 23869,3
23870,Cluster 23870,12
23871,Cluster 23871,2
23872,Cluster 23872,2
23873,Cluster 23873,10
23874,Cluster 23874,2
23875,Cluster 23875,1
23876,Cluster 23876,8
23877,Cluster 23877,3
23878,Cluster 23878,1
23879,Cluster 23879,4
23880,Cluster 23880,1
23881,Cluster 23881,1
23882,Cluster 23882,1
23883,Cluster 23883,2
23884,Cluster 23884,1
23885,Cluster 23885,1327
23886,Cluster 23886,1323
23887,Cluster 23887,848
23888,Cluster 23888,16
23889,Cluster 23889,1
23890,Cluster 23890,64
23891,Cluster 23891,750
23892,Cluster 23892,7
23893,Cluster 23893,334
23894,Cluster 23894,6
23895,Cluster 23895,109
23896,Cluster 23896,255
23897,Cluster 23897,5
23898,Cluster 23898,2
23899,Cluster 23899,10
23900,Cluster 23900,1
23901,Cluster 23901,2
23902,Cluster 23902,1
23903,Cluster 23903,60
23904,Cluster 23904,6
23905,Cluster 23905,1
23906,Cluster 23906,2
23907,Cluster 23907,44
23908,Cluster 23908,2
23909,Cluster 23909,4
23910,Cluster 23910,3
23911,Cluster 23911,4
23912,Cluster 23912,1
23913,Cluster 23913,4
23914,Cluster 23914,4
23915,Cluster 23915,4
23916,Cluster 23916,2
23917,Cluster 23917,2
23918,Cluster 23918,8
23919,Cluster 23919,4
23920,Cluster 23920,2
23921,Cluster 23921,3
23922,Cluster 23922,1
23923,Cluster 23923,16
23924,Cluster 23924,3
23925,Cluster 23925,8
23926,Cluster 23926,1
23927,Cluster 23927,6
23928,Cluster 23928,63
23929,Cluster 23929,11
23930,Cluster 23930,1
23931,Cluster 23931,2
23932,Cluster 23932,2
23933,Cluster 23933,114
23934,Cluster 23934,2
23935,Cluster 23935,86
23936,Cluster 23936,2
23937,Cluster 23937,2
23938,Cluster 23938,2
23939,Cluster 23939,42
23940,Cluster 23940,42
23941,Cluster 23941,6
23942,Cluster 23942,127
23943,Cluster 23943,5
23944,Cluster 23944,332
23945,Cluster 23945,2
23946,Cluster 23946,3
23947,Cluster 23947,4
23948,Cluster 23948,113
23949,Cluster 23949,2
23950,Cluster 23950,1116
23951,Cluster 23951,4
23952,Cluster 23952,4
23953,Cluster 23953,22
23954,Cluster 23954,1
23955,Cluster 23955,6
23956,Cluster 23956,1
23957,Cluster 23957,1
23958,Cluster 23958,1
23959,Cluster 23959,1
23960,Cluster 23960,1
23961,Cluster 23961,1
23962,Cluster 23962,6
23963,Cluster 23963,1
23964,Cluster 23964,1
23965,Cluster 23965,1
23966,Cluster 23966,14
23967,Cluster 23967,5
23968,Cluster 23968,1
23969,Cluster 23969,3
23970,Cluster 23970,22
23971,Cluster 23971,68
23972,Cluster 23972,1
23973,Cluster 23973,3
23974,Cluster 23974,26
23975,Cluster 23975,2
23976,Cluster 23976,6
23977,Cluster 23977,18
23978,Cluster 23978,73
23979,Cluster 23979,1
23980,Cluster 23980,2
23981,Cluster 23981,2
23982,Cluster 23982,2
23983,Cluster 23983,262
23984,Cluster 23984,2
23985,Cluster 23985,1
23986,Cluster 23986,1
23987,Cluster 23987,9
23988,Cluster 23988,1
23989,Cluster 23989,1
23990,Cluster 23990,1
23991,Cluster 23991,58
23992,Cluster 23992,1
23993,Cluster 23993,1
23994,Cluster 23994,2
23995,Cluster 23995,2
23996,Cluster 23996,1313
23997,Cluster 23997,1294
23998,Cluster 23998,1326
23999,Cluster 23999,1327
24000,Cluster 24000,1325
24001,Cluster 24001,1325
24002,Cluster 24002,1310
24003,Cluster 24003,3
24004,Cluster 24004,1
24005,Cluster 24005,1
24006,Cluster 24006,375
24007,Cluster 24007,3
24008,Cluster 24008,11
24009,Cluster 24009,89
24010,Cluster 24010,1
24011,Cluster 24011,31
24012,Cluster 24012,95
24013,Cluster 24013,11
24014,Cluster 24014,6
24015,Cluster 24015,1
24016,Cluster 24016,23
24017,Cluster 24017,3
24018,Cluster 24018,1
24019,Cluster 24019,3
24020,Cluster 24020,151
24021,Cluster 24021,1
24022,Cluster 24022,977
24023,Cluster 24023,1
24024,Cluster 24024,59
24025,Cluster 24025,3
24026,Cluster 24026,3
24027,Cluster 24027,1
24028,Cluster 24028,4
24029,Cluster 24029,7
24030,Cluster 24030,3
24031,Cluster 24031,62
24032,Cluster 24032,1
24033,Cluster 24033,6
24034,Cluster 24034,9
24035,Cluster 24035,1
24036,Cluster 24036,2
24037,Cluster 24037,1
24038,Cluster 24038,1323
24039,Cluster 24039,3
24040,Cluster 24040,165
24041,Cluster 24041,2
24042,Cluster 24042,6
24043,Cluster 24043,160
24044,Cluster 24044,1
24045,Cluster 24045,211
24046,Cluster 24046,4
24047,Cluster 24047,2
24048,Cluster 24048,2
24049,Cluster 24049,2
24050,Cluster 24050,2
24051,Cluster 24051,4
24052,Cluster 24052,212
24053,Cluster 24053,4
24054,Cluster 24054,2
24055,Cluster 24055,1
24056,Cluster 24056,31
24057,Cluster 24057,7
24058,Cluster 24058,2
24059,Cluster 24059,3
24060,Cluster 24060,2
24061,Cluster 24061,2
24062,Cluster 24062,2
24063,Cluster 24063,3
24064,Cluster 24064,1
24065,Cluster 24065,1
24066,Cluster 24066,1
24067,Cluster 24067,5
24068,Cluster 24068,1
24069,Cluster 24069,1
24070,Cluster 24070,1
24071,Cluster 24071,1
24072,Cluster 24072,1
24073,Cluster 24073,1
24074,Cluster 24074,89
24075,Cluster 24075,15
24076,Cluster 24076,1
24077,Cluster 24077,33
24078,Cluster 24078,1
24079,Cluster 24079,90
24080,Cluster 24080,1
24081,Cluster 24081,1
24082,Cluster 24082,1
24083,Cluster 24083,7
24084,Cluster 24084,20
24085,Cluster 24085,2
24086,Cluster 24086,2
24087,Cluster 24087,1
24088,Cluster 24088,1
24089,Cluster 24089,4
24090,Cluster 24090,1
24091,Cluster 24091,33
24092,Cluster 24092,1
24093,Cluster 24093,1
24094,Cluster 24094,3
24095,Cluster 24095,1
24096,Cluster 24096,155
24097,Cluster 24097,2
24098,Cluster 24098,1
24099,Cluster 24099,13
24100,Cluster 24100,1
24101,Cluster 24101,1
24102,Cluster 24102,1
24103,Cluster 24103,2
24104,Cluster 24104,8
24105,Cluster 24105,15
24106,Cluster 24106,18
24107,Cluster 24107,1
24108,Cluster 24108,2
24109,Cluster 24109,4
24110,Cluster 24110,2
24111,Cluster 24111,2
24112,Cluster 24112,2
24113,Cluster 24113,2
24114,Cluster 24114,4
24115,Cluster 24115,1
24116,Cluster 24116,2
24117,Cluster 24117,1
24118,Cluster 24118,1309
24119,Cluster 24119,716
24120,Cluster 24120,1300
24121,Cluster 24121,6
24122,Cluster 24122,1311
24123,Cluster 24123,1307
24124,Cluster 24124,2
24125,Cluster 24125,117
24126,Cluster 24126,342
24127,Cluster 24127,150
24128,Cluster 24128,4
24129,Cluster 24129,1
24130,Cluster 24130,1
24131,Cluster 24131,3
24132,Cluster 24132,30
24133,Cluster 24133,86
24134,Cluster 24134,4
24135,Cluster 24135,4
24136,Cluster 24136,149
24137,Cluster 24137,15
24138,Cluster 24138,29
24139,Cluster 24139,3
24140,Cluster 24140,1
24141,Cluster 24141,4
24142,Cluster 24142,14
24143,Cluster 24143,1
24144,Cluster 24144,2
24145,Cluster 24145,1
24146,Cluster 24146,14
24147,Cluster 24147,1
24148,Cluster 24148,2
24149,Cluster 24149,77
24150,Cluster 24150,1323
24151,Cluster 24151,4
24152,Cluster 24152,4
24153,Cluster 24153,4
24154,Cluster 24154,3
24155,Cluster 24155,12
24156,Cluster 24156,15
24157,Cluster 24157,1
24158,Cluster 24158,7
24159,Cluster 24159,16
24160,Cluster 24160,1
24161,Cluster 24161,1
24162,Cluster 24162,1
24163,Cluster 24163,2
24164,Cluster 24164,1
24165,Cluster 24165,1
24166,Cluster 24166,1
24167,Cluster 24167,2
24168,Cluster 24168,3
24169,Cluster 24169,2
24170,Cluster 24170,2
24171,Cluster 24171,2
24172,Cluster 24172,2
24173,Cluster 24173,11
24174,Cluster 24174,19
24175,Cluster 24175,5
24176,Cluster 24176,4
24177,Cluster 24177,1
24178,Cluster 24178,8
24179,Cluster 24179,9
24180,Cluster 24180,2
24181,Cluster 24181,2
24182,Cluster 24182,2
24183,Cluster 24183,2
24184,Cluster 24184,2
24185,Cluster 24185,2
24186,Cluster 24186,2
24187,Cluster 24187,2
24188,Cluster 24188,2
24189,Cluster 24189,2
24190,Cluster 24190,3
24191,Cluster 24191,1
24192,Cluster 24192,44
24193,Cluster 24193,8
24194,Cluster 24194,1
24195,Cluster 24195,85
24196,Cluster 24196,1
24197,Cluster 24197,4
24198,Cluster 24198,3
24199,Cluster 24199,3
24200,Cluster 24200,6
24201,Cluster 24201,1066
24202,Cluster 24202,76
24203,Cluster 24203,9
24204,Cluster 24204,1
24205,Cluster 24205,7
24206,Cluster 24206,1
24207,Cluster 24207,1
24208,Cluster 24208,1323
24209,Cluster 24209,1
24210,Cluster 24210,30
24211,Cluster 24211,1
24212,Cluster 24212,1
24213,Cluster 24213,5
24214,Cluster 24214,1
24215,Cluster 24215,1
24216,Cluster 24216,2
24217,Cluster 24217,1
24218,Cluster 24218,1
24219,Cluster 24219,1
24220,Cluster 24220,169
24221,Cluster 24221,2
24222,Cluster 24222,1
24223,Cluster 24223,1
24224,Cluster 24224,28
24225,Cluster 24225,4
24226,Cluster 24226,2
24227,Cluster 24227,263
24228,Cluster 24228,1
24229,Cluster 24229,2
24230,Cluster 24230,1
24231,Cluster 24231,1
24232,Cluster 24232,2
24233,Cluster 24233,2
24234,Cluster 24234,1
24235,Cluster 24235,2
24236,Cluster 24236,2
24237,Cluster 24237,59
24238,Cluster 24238,7
24239,Cluster 24239,2
24240,Cluster 24240,15
24241,Cluster 24241,1
24242,Cluster 24242,1
24243,Cluster 24243,1
24244,Cluster 24244,1
24245,Cluster 24245,1
24246,Cluster 24246,2
24247,Cluster 24247,1327
24248,Cluster 24248,3
24249,Cluster 24249,43
24250,Cluster 24250,1
24251,Cluster 24251,2
24252,Cluster 24252,1
24253,Cluster 24253,1
24254,Cluster 24254,7
24255,Cluster 24255,1
24256,Cluster 24256,1
24257,Cluster 24257,1
24258,Cluster 24258,1
24259,Cluster 24259,1327
24260,Cluster 24260,1314
24261,Cluster 24261,1156
24262,Cluster 24262,1321
24263,Cluster 24263,1323
24264,Cluster 24264,1322
24265,Cluster 24265,645
24266,Cluster 24266,2
24267,Cluster 24267,68
24268,Cluster 24268,1
24269,Cluster 24269,1
24270,Cluster 24270,2
24271,Cluster 24271,1
24272,Cluster 24272,285
24273,Cluster 24273,30
24274,Cluster 24274,32
24275,Cluster 24275,37
24276,Cluster 24276,38
24277,Cluster 24277,3
24278,Cluster 24278,2
24279,Cluster 24279,110
24280,Cluster 24280,694
24281,Cluster 24281,9
24282,Cluster 24282,6
24283,Cluster 24283,16
24284,Cluster 24284,1
24285,Cluster 24285,34
24286,Cluster 24286,1
24287,Cluster 24287,59
24288,Cluster 24288,1
24289,Cluster 24289,5
24290,Cluster 24290,5
24291,Cluster 24291,73
24292,Cluster 24292,5
24293,Cluster 24293,7
24294,Cluster 24294,308
24295,Cluster 24295,4
24296,Cluster 24296,4
24297,Cluster 24297,2
24298,Cluster 24298,4
24299,Cluster 24299,1
24300,Cluster 24300,66
24301,Cluster 24301,1
24302,Cluster 24302,1
24303,Cluster 24303,1
24304,Cluster 24304,87
24305,Cluster 24305,1
24306,Cluster 24306,6
24307,Cluster 24307,1
24308,Cluster 24308,1
24309,Cluster 24309,15
24310,Cluster 24310,1
24311,Cluster 24311,1
24312,Cluster 24312,2
24313,Cluster 24313,9
24314,Cluster 24314,2
24315,Cluster 24315,2
24316,Cluster 24316,2
24317,Cluster 24317,2
24318,Cluster 24318,8
24319,Cluster 24319,14
24320,Cluster 24320,2
24321,Cluster 24321,10
24322,Cluster 24322,2
24323,Cluster 24323,3
24324,Cluster 24324,1
24325,Cluster 24325,4
24326,Cluster 24326,2
24327,Cluster 24327,2
24328,Cluster 24328,6
24329,Cluster 24329,3
24330,Cluster 24330,2
24331,Cluster 24331,1
24332,Cluster 24332,2
24333,Cluster 24333,2
24334,Cluster 24334,2
24335,Cluster 24335,11
24336,Cluster 24336,1
24337,Cluster 24337,1
24338,Cluster 24338,50
24339,Cluster 24339,1
24340,Cluster 24340,1
24341,Cluster 24341,1
24342,Cluster 24342,11
24343,Cluster 24343,1
24344,Cluster 24344,1
24345,Cluster 24345,1
24346,Cluster 24346,2
24347,Cluster 24347,3
24348,Cluster 24348,1
24349,Cluster 24349,1
24350,Cluster 24350,2
24351,Cluster 24351,23
24352,Cluster 24352,1
24353,Cluster 24353,1
24354,Cluster 24354,1
24355,Cluster 24355,1
24356,Cluster 24356,2
24357,Cluster 24357,68
24358,Cluster 24358,2
24359,Cluster 24359,9
24360,Cluster 24360,13
24361,Cluster 24361,2
24362,Cluster 24362,4
24363,Cluster 24363,1
24364,Cluster 24364,394
24365,Cluster 24365,1
24366,Cluster 24366,5
24367,Cluster 24367,2
24368,Cluster 24368,1
24369,Cluster 24369,3
24370,Cluster 24370,2
24371,Cluster 24371,8
24372,Cluster 24372,2
24373,Cluster 24373,1
24374,Cluster 24374,1
24375,Cluster 24375,1
24376,Cluster 24376,1
24377,Cluster 24377,2
24378,Cluster 24378,2
24379,Cluster 24379,1
24380,Cluster 24380,1
24381,Cluster 24381,2
24382,Cluster 24382,1
24383,Cluster 24383,1
24384,Cluster 24384,1
24385,Cluster 24385,1
24386,Cluster 24386,1
24387,Cluster 24387,1
24388,Cluster 24388,1
24389,Cluster 24389,1
24390,Cluster 24390,1
24391,Cluster 24391,1325
24392,Cluster 24392,7
24393,Cluster 24393,1327
24394,Cluster 24394,1019
24395,Cluster 24395,107
24396,Cluster 24396,622
24397,Cluster 24397,19
24398,Cluster 24398,15
24399,Cluster 24399,84
24400,Cluster 24400,264
24401,Cluster 24401,2
24402,Cluster 24402,2
24403,Cluster 24403,3
24404,Cluster 24404,14
24405,Cluster 24405,16
24406,Cluster 24406,1
24407,Cluster 24407,1
24408,Cluster 24408,1
24409,Cluster 24409,1
24410,Cluster 24410,1
24411,Cluster 24411,1
24412,Cluster 24412,1
24413,Cluster 24413,1314
24414,Cluster 24414,4
24415,Cluster 24415,1
24416,Cluster 24416,8
24417,Cluster 24417,4
24418,Cluster 24418,4
24419,Cluster 24419,1
24420,Cluster 24420,1
24421,Cluster 24421,1
24422,Cluster 24422,13
24423,Cluster 24423,238
24424,Cluster 24424,1
24425,Cluster 24425,14
24426,Cluster 24426,1315
24427,Cluster 24427,1
24428,Cluster 24428,1
24429,Cluster 24429,1
24430,Cluster 24430,1
24431,Cluster 24431,2
24432,Cluster 24432,34
24433,Cluster 24433,1
24434,Cluster 24434,1
24435,Cluster 24435,2
24436,Cluster 24436,6
24437,Cluster 24437,1
24438,Cluster 24438,34
24439,Cluster 24439,11
24440,Cluster 24440,220
24441,Cluster 24441,49
24442,Cluster 24442,1
24443,Cluster 24443,2
24444,Cluster 24444,9
24445,Cluster 24445,2
24446,Cluster 24446,2
24447,Cluster 24447,2
24448,Cluster 24448,2
24449,Cluster 24449,2
24450,Cluster 24450,2
24451,Cluster 24451,23
24452,Cluster 24452,4
24453,Cluster 24453,6
24454,Cluster 24454,4
24455,Cluster 24455,2
24456,Cluster 24456,10
24457,Cluster 24457,4
24458,Cluster 24458,10
24459,Cluster 24459,2
24460,Cluster 24460,91
24461,Cluster 24461,109
24462,Cluster 24462,4
24463,Cluster 24463,2
24464,Cluster 24464,2
24465,Cluster 24465,2
24466,Cluster 24466,2
24467,Cluster 24467,2
24468,Cluster 24468,1
24469,Cluster 24469,4
24470,Cluster 24470,77
24471,Cluster 24471,3
24472,Cluster 24472,2
24473,Cluster 24473,1
24474,Cluster 24474,6
24475,Cluster 24475,9
24476,Cluster 24476,164
24477,Cluster 24477,1
24478,Cluster 24478,1
24479,Cluster 24479,1
24480,Cluster 24480,3
24481,Cluster 24481,1
24482,Cluster 24482,1
24483,Cluster 24483,1
24484,Cluster 24484,90
24485,Cluster 24485,1
24486,Cluster 24486,1
24487,Cluster 24487,2
24488,Cluster 24488,2
24489,Cluster 24489,10
24490,Cluster 24490,2
24491,Cluster 24491,2
24492,Cluster 24492,1
24493,Cluster 24493,1
24494,Cluster 24494,1
24495,Cluster 24495,6
24496,Cluster 24496,1
24497,Cluster 24497,3
24498,Cluster 24498,2
24499,Cluster 24499,2
24500,Cluster 24500,2
24501,Cluster 24501,2
24502,Cluster 24502,1
24503,Cluster 24503,2
24504,Cluster 24504,1
24505,Cluster 24505,5
24506,Cluster 24506,1
24507,Cluster 24507,32
24508,Cluster 24508,1
24509,Cluster 24509,4
24510,Cluster 24510,1
24511,Cluster 24511,1
24512,Cluster 24512,1
24513,Cluster 24513,1
24514,Cluster 24514,1
24515,Cluster 24515,1
24516,Cluster 24516,1
24517,Cluster 24517,1
24518,Cluster 24518,4
24519,Cluster 24519,1
24520,Cluster 24520,1326
24521,Cluster 24521,1155
24522,Cluster 24522,1270
24523,Cluster 24523,1323
24524,Cluster 24524,399
24525,Cluster 24525,1310
24526,Cluster 24526,1323
24527,Cluster 24527,1325
24528,Cluster 24528,361
24529,Cluster 24529,10
24530,Cluster 24530,2
24531,Cluster 24531,1
24532,Cluster 24532,43
24533,Cluster 24533,1326
24534,Cluster 24534,149
24535,Cluster 24535,3
24536,Cluster 24536,8
24537,Cluster 24537,85
24538,Cluster 24538,8
24539,Cluster 24539,23
24540,Cluster 24540,267
24541,Cluster 24541,53
24542,Cluster 24542,1
24543,Cluster 24543,7
24544,Cluster 24544,1
24545,Cluster 24545,13
24546,Cluster 24546,2
24547,Cluster 24547,4
24548,Cluster 24548,1
24549,Cluster 24549,1
24550,Cluster 24550,1
24551,Cluster 24551,21
24552,Cluster 24552,4
24553,Cluster 24553,1
24554,Cluster 24554,15
24555,Cluster 24555,4
24556,Cluster 24556,4
24557,Cluster 24557,1
24558,Cluster 24558,7
24559,Cluster 24559,1
24560,Cluster 24560,3
24561,Cluster 24561,7
24562,Cluster 24562,1
24563,Cluster 24563,172
24564,Cluster 24564,1
24565,Cluster 24565,10
24566,Cluster 24566,1
24567,Cluster 24567,1
24568,Cluster 24568,1
24569,Cluster 24569,2
24570,Cluster 24570,1
24571,Cluster 24571,1
24572,Cluster 24572,3
24573,Cluster 24573,2
24574,Cluster 24574,2
24575,Cluster 24575,1
24576,Cluster 24576,1
24577,Cluster 24577,1
24578,Cluster 24578,1
24579,Cluster 24579,1
24580,Cluster 24580,214
24581,Cluster 24581,50
24582,Cluster 24582,8
24583,Cluster 24583,12
24584,Cluster 24584,1
24585,Cluster 24585,1
24586,Cluster 24586,3
24587,Cluster 24587,1
24588,Cluster 24588,4
24589,Cluster 24589,89
24590,Cluster 24590,2
24591,Cluster 24591,2
24592,Cluster 24592,8
24593,Cluster 24593,4
24594,Cluster 24594,2
24595,Cluster 24595,50
24596,Cluster 24596,4
24597,Cluster 24597,4
24598,Cluster 24598,9
24599,Cluster 24599,2
24600,Cluster 24600,2
24601,Cluster 24601,5
24602,Cluster 24602,3
24603,Cluster 24603,2
24604,Cluster 24604,96
24605,Cluster 24605,1
24606,Cluster 24606,9
24607,Cluster 24607,3
24608,Cluster 24608,1
24609,Cluster 24609,1
24610,Cluster 24610,13
24611,Cluster 24611,2
24612,Cluster 24612,2
24613,Cluster 24613,1
24614,Cluster 24614,2
24615,Cluster 24615,3
24616,Cluster 24616,2
24617,Cluster 24617,1
24618,Cluster 24618,8
24619,Cluster 24619,2
24620,Cluster 24620,1
24621,Cluster 24621,680
24622,Cluster 24622,100
24623,Cluster 24623,3
24624,Cluster 24624,3
24625,Cluster 24625,2
24626,Cluster 24626,12
24627,Cluster 24627,2
24628,Cluster 24628,1
24629,Cluster 24629,3
24630,Cluster 24630,11
24631,Cluster 24631,2
24632,Cluster 24632,11
24633,Cluster 24633,2
24634,Cluster 24634,2
24635,Cluster 24635,7
24636,Cluster 24636,9
24637,Cluster 24637,2
24638,Cluster 24638,2
24639,Cluster 24639,11
24640,Cluster 24640,1
24641,Cluster 24641,6
24642,Cluster 24642,7
24643,Cluster 24643,1
24644,Cluster 24644,1
24645,Cluster 24645,1
24646,Cluster 24646,3
24647,Cluster 24647,1
24648,Cluster 24648,1
24649,Cluster 24649,1
24650,Cluster 24650,1
24651,Cluster 24651,1
24652,Cluster 24652,1
24653,Cluster 24653,1187
24654,Cluster 24654,1326
24655,Cluster 24655,1318
24656,Cluster 24656,1319
24657,Cluster 24657,4
24658,Cluster 24658,236
24659,Cluster 24659,82
24660,Cluster 24660,3
24661,Cluster 24661,8
24662,Cluster 24662,10
24663,Cluster 24663,1
24664,Cluster 24664,50
24665,Cluster 24665,71
24666,Cluster 24666,2
24667,Cluster 24667,102
24668,Cluster 24668,105
24669,Cluster 24669,266
24670,Cluster 24670,2
24671,Cluster 24671,1256
24672,Cluster 24672,1
24673,Cluster 24673,11
24674,Cluster 24674,36
24675,Cluster 24675,145
24676,Cluster 24676,117
24677,Cluster 24677,1
24678,Cluster 24678,11
24679,Cluster 24679,43
24680,Cluster 24680,7
24681,Cluster 24681,14
24682,Cluster 24682,1
24683,Cluster 24683,4
24684,Cluster 24684,4
24685,Cluster 24685,1
24686,Cluster 24686,4
24687,Cluster 24687,4
24688,Cluster 24688,1
24689,Cluster 24689,1
24690,Cluster 24690,4
24691,Cluster 24691,3
24692,Cluster 24692,3
24693,Cluster 24693,1
24694,Cluster 24694,1
24695,Cluster 24695,3
24696,Cluster 24696,1
24697,Cluster 24697,4
24698,Cluster 24698,16
24699,Cluster 24699,8
24700,Cluster 24700,1
24701,Cluster 24701,1
24702,Cluster 24702,1
24703,Cluster 24703,3
24704,Cluster 24704,4
24705,Cluster 24705,2
24706,Cluster 24706,3
24707,Cluster 24707,1
24708,Cluster 24708,1
24709,Cluster 24709,103
24710,Cluster 24710,5
24711,Cluster 24711,1
24712,Cluster 24712,1
24713,Cluster 24713,28
24714,Cluster 24714,1
24715,Cluster 24715,673
24716,Cluster 24716,9
24717,Cluster 24717,1
24718,Cluster 24718,2
24719,Cluster 24719,53
24720,Cluster 24720,2
24721,Cluster 24721,2
24722,Cluster 24722,4
24723,Cluster 24723,9
24724,Cluster 24724,2
24725,Cluster 24725,104
24726,Cluster 24726,3
24727,Cluster 24727,10
24728,Cluster 24728,1
24729,Cluster 24729,234
24730,Cluster 24730,4
24731,Cluster 24731,2
24732,Cluster 24732,5
24733,Cluster 24733,16
24734,Cluster 24734,2
24735,Cluster 24735,4
24736,Cluster 24736,91
24737,Cluster 24737,3
24738,Cluster 24738,1
24739,Cluster 24739,2
24740,Cluster 24740,2
24741,Cluster 24741,14
24742,Cluster 24742,2
24743,Cluster 24743,933
24744,Cluster 24744,11
24745,Cluster 24745,1
24746,Cluster 24746,12
24747,Cluster 24747,1
24748,Cluster 24748,1
24749,Cluster 24749,51
24750,Cluster 24750,1
24751,Cluster 24751,1
24752,Cluster 24752,1
24753,Cluster 24753,1
24754,Cluster 24754,3
24755,Cluster 24755,5
24756,Cluster 24756,12
24757,Cluster 24757,2
24758,Cluster 24758,1
24759,Cluster 24759,1
24760,Cluster 24760,1
24761,Cluster 24761,1
24762,Cluster 24762,1
24763,Cluster 24763,9
24764,Cluster 24764,9
24765,Cluster 24765,12
24766,Cluster 24766,1
24767,Cluster 24767,40
24768,Cluster 24768,2
24769,Cluster 24769,1
24770,Cluster 24770,1
24771,Cluster 24771,2
24772,Cluster 24772,1
24773,Cluster 24773,8
24774,Cluster 24774,1
