, ,Number of genomes
39220,Cluster 39220,1
39221,Cluster 39221,1
39222,Cluster 39222,1275
39223,Cluster 39223,4
39224,Cluster 39224,6
39225,Cluster 39225,412
39226,Cluster 39226,86
39227,Cluster 39227,1
39228,Cluster 39228,128
39229,Cluster 39229,33
39230,Cluster 39230,1
39231,Cluster 39231,171
39232,Cluster 39232,1
39233,Cluster 39233,15
39234,Cluster 39234,3
39235,Cluster 39235,2
39236,Cluster 39236,274
39237,Cluster 39237,1
39238,Cluster 39238,20
39239,Cluster 39239,17
39240,Cluster 39240,1
39241,Cluster 39241,17
39242,Cluster 39242,4
39243,Cluster 39243,1
39244,Cluster 39244,12
39245,Cluster 39245,1
39246,Cluster 39246,4
39247,Cluster 39247,2
39248,Cluster 39248,2
39249,Cluster 39249,1
39250,Cluster 39250,166
39251,Cluster 39251,1
39252,Cluster 39252,6
39253,Cluster 39253,5
39254,Cluster 39254,1
39255,Cluster 39255,2
39256,Cluster 39256,4
39257,Cluster 39257,1
39258,Cluster 39258,29
39259,Cluster 39259,31
39260,Cluster 39260,2
39261,Cluster 39261,1018
39262,Cluster 39262,12
39263,Cluster 39263,97
39264,Cluster 39264,1
39265,Cluster 39265,334
39266,Cluster 39266,2
39267,Cluster 39267,1
39268,Cluster 39268,1
39269,Cluster 39269,1
39270,Cluster 39270,3
39271,Cluster 39271,4
39272,Cluster 39272,1
39273,Cluster 39273,1
39274,Cluster 39274,1
39275,Cluster 39275,3
39276,Cluster 39276,1
39277,Cluster 39277,1
39278,Cluster 39278,1
39279,Cluster 39279,1
39280,Cluster 39280,2
39281,Cluster 39281,28
39282,Cluster 39282,7
39283,Cluster 39283,11
39284,Cluster 39284,3
39285,Cluster 39285,6
39286,Cluster 39286,1
39287,Cluster 39287,1
39288,Cluster 39288,1304
39289,Cluster 39289,1
39290,Cluster 39290,1
39291,Cluster 39291,11
39292,Cluster 39292,1
39293,Cluster 39293,8
39294,Cluster 39294,1
39295,Cluster 39295,2
39296,Cluster 39296,1
39297,Cluster 39297,1
39298,Cluster 39298,34
39299,Cluster 39299,3
39300,Cluster 39300,1
39301,Cluster 39301,3
39302,Cluster 39302,3
39303,Cluster 39303,1
39304,Cluster 39304,13
39305,Cluster 39305,1
39306,Cluster 39306,1
39307,Cluster 39307,2
39308,Cluster 39308,1
39309,Cluster 39309,1
39310,Cluster 39310,4
39311,Cluster 39311,8
39312,Cluster 39312,74
39313,Cluster 39313,1
39314,Cluster 39314,3
39315,Cluster 39315,2
39316,Cluster 39316,2
39317,Cluster 39317,3
39318,Cluster 39318,4
39319,Cluster 39319,2
39320,Cluster 39320,19
39321,Cluster 39321,11
39322,Cluster 39322,10
39323,Cluster 39323,2
39324,Cluster 39324,1
39325,Cluster 39325,2
39326,Cluster 39326,2
39327,Cluster 39327,6
39328,Cluster 39328,2
39329,Cluster 39329,2
39330,Cluster 39330,2
39331,Cluster 39331,3
39332,Cluster 39332,2
39333,Cluster 39333,2
39334,Cluster 39334,1
39335,Cluster 39335,8
39336,Cluster 39336,1
39337,Cluster 39337,2
39338,Cluster 39338,3
39339,Cluster 39339,3
39340,Cluster 39340,7
39341,Cluster 39341,155
39342,Cluster 39342,1
39343,Cluster 39343,4
39344,Cluster 39344,1
39345,Cluster 39345,1
39346,Cluster 39346,7
39347,Cluster 39347,1
39348,Cluster 39348,1
39349,Cluster 39349,1
39350,Cluster 39350,1
39351,Cluster 39351,1
39352,Cluster 39352,1
39353,Cluster 39353,8
39354,Cluster 39354,1
39355,Cluster 39355,9
39356,Cluster 39356,1
39357,Cluster 39357,3
39358,Cluster 39358,1
39359,Cluster 39359,1
39360,Cluster 39360,3
39361,Cluster 39361,2
39362,Cluster 39362,2
39363,Cluster 39363,2
39364,Cluster 39364,2
39365,Cluster 39365,2
39366,Cluster 39366,1
39367,Cluster 39367,1
39368,Cluster 39368,8
39369,Cluster 39369,1
39370,Cluster 39370,1
39371,Cluster 39371,1
39372,Cluster 39372,2
39373,Cluster 39373,1
39374,Cluster 39374,1
39375,Cluster 39375,2
39376,Cluster 39376,2
39377,Cluster 39377,3
39378,Cluster 39378,2
39379,Cluster 39379,1
39380,Cluster 39380,3
39381,Cluster 39381,1
39382,Cluster 39382,1
39383,Cluster 39383,1
39384,Cluster 39384,1
39385,Cluster 39385,2
39386,Cluster 39386,2
39387,Cluster 39387,1
39388,Cluster 39388,2
39389,Cluster 39389,1
39390,Cluster 39390,1
39391,Cluster 39391,1
39392,Cluster 39392,2
39393,Cluster 39393,1
39394,Cluster 39394,1
39395,Cluster 39395,7
39396,Cluster 39396,1
39397,Cluster 39397,1
39398,Cluster 39398,2
39399,Cluster 39399,5
39400,Cluster 39400,1
39401,Cluster 39401,1
39402,Cluster 39402,2
39403,Cluster 39403,2
39404,Cluster 39404,10
39405,Cluster 39405,1
39406,Cluster 39406,2
39407,Cluster 39407,2
39408,Cluster 39408,1
39409,Cluster 39409,1
39410,Cluster 39410,1
39411,Cluster 39411,1
39412,Cluster 39412,1
39413,Cluster 39413,1
39414,Cluster 39414,1
39415,Cluster 39415,1
39416,Cluster 39416,34
39417,Cluster 39417,1
39418,Cluster 39418,1
39419,Cluster 39419,1
39420,Cluster 39420,3
39421,Cluster 39421,1
39422,Cluster 39422,1
39423,Cluster 39423,1
39424,Cluster 39424,1
39425,Cluster 39425,10
39426,Cluster 39426,1327
39427,Cluster 39427,67
39428,Cluster 39428,1321
39429,Cluster 39429,3
39430,Cluster 39430,1311
39431,Cluster 39431,1020
39432,Cluster 39432,563
39433,Cluster 39433,325
39434,Cluster 39434,97
39435,Cluster 39435,1
39436,Cluster 39436,118
39437,Cluster 39437,1157
39438,Cluster 39438,52
39439,Cluster 39439,1
39440,Cluster 39440,18
39441,Cluster 39441,40
39442,Cluster 39442,5
39443,Cluster 39443,27
39444,Cluster 39444,31
39445,Cluster 39445,5
39446,Cluster 39446,235
39447,Cluster 39447,613
39448,Cluster 39448,2
39449,Cluster 39449,1
39450,Cluster 39450,1
39451,Cluster 39451,6
39452,Cluster 39452,1
39453,Cluster 39453,838
39454,Cluster 39454,3
39455,Cluster 39455,1
39456,Cluster 39456,1
39457,Cluster 39457,142
39458,Cluster 39458,1198
39459,Cluster 39459,30
39460,Cluster 39460,49
39461,Cluster 39461,8
39462,Cluster 39462,1
39463,Cluster 39463,1
39464,Cluster 39464,86
39465,Cluster 39465,3
39466,Cluster 39466,1
39467,Cluster 39467,2
39468,Cluster 39468,277
39469,Cluster 39469,4
39470,Cluster 39470,2
39471,Cluster 39471,4
39472,Cluster 39472,1
39473,Cluster 39473,4
39474,Cluster 39474,1
39475,Cluster 39475,6
39476,Cluster 39476,4
39477,Cluster 39477,5
39478,Cluster 39478,1
39479,Cluster 39479,1
39480,Cluster 39480,4
39481,Cluster 39481,1
39482,Cluster 39482,1
39483,Cluster 39483,6
39484,Cluster 39484,1
39485,Cluster 39485,26
39486,Cluster 39486,2
39487,Cluster 39487,2
39488,Cluster 39488,1
39489,Cluster 39489,63
39490,Cluster 39490,1
39491,Cluster 39491,1
39492,Cluster 39492,15
39493,Cluster 39493,1
39494,Cluster 39494,5
39495,Cluster 39495,2
39496,Cluster 39496,2
39497,Cluster 39497,1
39498,Cluster 39498,1
39499,Cluster 39499,5
39500,Cluster 39500,1
39501,Cluster 39501,7
39502,Cluster 39502,2
39503,Cluster 39503,23
39504,Cluster 39504,14
39505,Cluster 39505,1
39506,Cluster 39506,1
39507,Cluster 39507,1
39508,Cluster 39508,2
39509,Cluster 39509,1
39510,Cluster 39510,920
39511,Cluster 39511,1
39512,Cluster 39512,5
39513,Cluster 39513,2
39514,Cluster 39514,1
39515,Cluster 39515,2
39516,Cluster 39516,3
39517,Cluster 39517,22
39518,Cluster 39518,1
39519,Cluster 39519,6
39520,Cluster 39520,1
39521,Cluster 39521,1
39522,Cluster 39522,236
39523,Cluster 39523,2
39524,Cluster 39524,1
39525,Cluster 39525,1
39526,Cluster 39526,6
39527,Cluster 39527,2
39528,Cluster 39528,1
39529,Cluster 39529,2
39530,Cluster 39530,1
39531,Cluster 39531,2
39532,Cluster 39532,3
39533,Cluster 39533,2
39534,Cluster 39534,1
39535,Cluster 39535,7
39536,Cluster 39536,16
39537,Cluster 39537,70
39538,Cluster 39538,2
39539,Cluster 39539,2
39540,Cluster 39540,7
39541,Cluster 39541,1
39542,Cluster 39542,2
39543,Cluster 39543,2
39544,Cluster 39544,3
39545,Cluster 39545,534
39546,Cluster 39546,2
39547,Cluster 39547,2
39548,Cluster 39548,8
39549,Cluster 39549,15
39550,Cluster 39550,9
39551,Cluster 39551,2
39552,Cluster 39552,4
39553,Cluster 39553,1
39554,Cluster 39554,1
39555,Cluster 39555,1
39556,Cluster 39556,2
39557,Cluster 39557,2
39558,Cluster 39558,2
39559,Cluster 39559,3
39560,Cluster 39560,2
39561,Cluster 39561,3
39562,Cluster 39562,2
39563,Cluster 39563,3
39564,Cluster 39564,2
39565,Cluster 39565,1
39566,Cluster 39566,2
39567,Cluster 39567,1
39568,Cluster 39568,1
39569,Cluster 39569,1
39570,Cluster 39570,11
39571,Cluster 39571,14
39572,Cluster 39572,3
39573,Cluster 39573,15
39574,Cluster 39574,2
39575,Cluster 39575,1
39576,Cluster 39576,3
39577,Cluster 39577,1
39578,Cluster 39578,1
39579,Cluster 39579,1
39580,Cluster 39580,1
39581,Cluster 39581,76
39582,Cluster 39582,1
39583,Cluster 39583,1
39584,Cluster 39584,11
39585,Cluster 39585,1
39586,Cluster 39586,2
39587,Cluster 39587,1
39588,Cluster 39588,3
39589,Cluster 39589,1
39590,Cluster 39590,1
39591,Cluster 39591,1
39592,Cluster 39592,15
39593,Cluster 39593,1
39594,Cluster 39594,2
39595,Cluster 39595,1
39596,Cluster 39596,1
39597,Cluster 39597,1
39598,Cluster 39598,1
39599,Cluster 39599,10
39600,Cluster 39600,1
39601,Cluster 39601,2
39602,Cluster 39602,79
39603,Cluster 39603,2
39604,Cluster 39604,1
39605,Cluster 39605,1
39606,Cluster 39606,42
39607,Cluster 39607,1
39608,Cluster 39608,1
39609,Cluster 39609,1
39610,Cluster 39610,1
39611,Cluster 39611,3
39612,Cluster 39612,1
39613,Cluster 39613,1
39614,Cluster 39614,1
39615,Cluster 39615,1
39616,Cluster 39616,1
39617,Cluster 39617,1
39618,Cluster 39618,147
39619,Cluster 39619,3
39620,Cluster 39620,21
39621,Cluster 39621,9
39622,Cluster 39622,3
39623,Cluster 39623,2
39624,Cluster 39624,2
39625,Cluster 39625,4
39626,Cluster 39626,1
39627,Cluster 39627,3
39628,Cluster 39628,4
39629,Cluster 39629,1
39630,Cluster 39630,1
39631,Cluster 39631,1
39632,Cluster 39632,5
39633,Cluster 39633,1
39634,Cluster 39634,2
39635,Cluster 39635,2
39636,Cluster 39636,44
39637,Cluster 39637,1
39638,Cluster 39638,3
39639,Cluster 39639,1
39640,Cluster 39640,1
39641,Cluster 39641,1
39642,Cluster 39642,2
39643,Cluster 39643,1
39644,Cluster 39644,8
39645,Cluster 39645,3
39646,Cluster 39646,1
39647,Cluster 39647,2
39648,Cluster 39648,1
39649,Cluster 39649,2
39650,Cluster 39650,1
39651,Cluster 39651,1
39652,Cluster 39652,2
39653,Cluster 39653,1
39654,Cluster 39654,236
39655,Cluster 39655,1
39656,Cluster 39656,1
39657,Cluster 39657,3
39658,Cluster 39658,1
39659,Cluster 39659,1
39660,Cluster 39660,1
39661,Cluster 39661,1
39662,Cluster 39662,1
39663,Cluster 39663,1
39664,Cluster 39664,1
39665,Cluster 39665,1
39666,Cluster 39666,2
39667,Cluster 39667,1
39668,Cluster 39668,1
39669,Cluster 39669,1
39670,Cluster 39670,1
39671,Cluster 39671,1
39672,Cluster 39672,1
39673,Cluster 39673,1
39674,Cluster 39674,1
39675,Cluster 39675,51
39676,Cluster 39676,1
39677,Cluster 39677,1
39678,Cluster 39678,1
39679,Cluster 39679,1
39680,Cluster 39680,1
39681,Cluster 39681,54
39682,Cluster 39682,1259
39683,Cluster 39683,15
39684,Cluster 39684,236
39685,Cluster 39685,564
39686,Cluster 39686,2
39687,Cluster 39687,110
39688,Cluster 39688,5
39689,Cluster 39689,63
39690,Cluster 39690,176
39691,Cluster 39691,3
39692,Cluster 39692,54
39693,Cluster 39693,1
39694,Cluster 39694,4
39695,Cluster 39695,8
39696,Cluster 39696,3
39697,Cluster 39697,5
39698,Cluster 39698,63
39699,Cluster 39699,1
39700,Cluster 39700,17
39701,Cluster 39701,107
39702,Cluster 39702,91
39703,Cluster 39703,7
39704,Cluster 39704,3
39705,Cluster 39705,2
39706,Cluster 39706,6
39707,Cluster 39707,1
39708,Cluster 39708,20
39709,Cluster 39709,54
39710,Cluster 39710,6
39711,Cluster 39711,1
39712,Cluster 39712,1
39713,Cluster 39713,2
39714,Cluster 39714,10
39715,Cluster 39715,1
39716,Cluster 39716,2
39717,Cluster 39717,22
39718,Cluster 39718,6
39719,Cluster 39719,153
39720,Cluster 39720,1
39721,Cluster 39721,2
39722,Cluster 39722,10
39723,Cluster 39723,1
39724,Cluster 39724,1
39725,Cluster 39725,1
39726,Cluster 39726,1
39727,Cluster 39727,28
39728,Cluster 39728,2
39729,Cluster 39729,1
39730,Cluster 39730,1
39731,Cluster 39731,1
39732,Cluster 39732,19
39733,Cluster 39733,4
39734,Cluster 39734,1
39735,Cluster 39735,2
39736,Cluster 39736,49
39737,Cluster 39737,3
39738,Cluster 39738,3
39739,Cluster 39739,13
39740,Cluster 39740,41
39741,Cluster 39741,1
39742,Cluster 39742,1
39743,Cluster 39743,2
39744,Cluster 39744,1
39745,Cluster 39745,1
39746,Cluster 39746,2
39747,Cluster 39747,4
39748,Cluster 39748,1
39749,Cluster 39749,1
39750,Cluster 39750,1
39751,Cluster 39751,4
39752,Cluster 39752,2
39753,Cluster 39753,1
39754,Cluster 39754,1
39755,Cluster 39755,2
39756,Cluster 39756,5
39757,Cluster 39757,1
39758,Cluster 39758,1
39759,Cluster 39759,3
39760,Cluster 39760,1
39761,Cluster 39761,1
39762,Cluster 39762,2
39763,Cluster 39763,1
39764,Cluster 39764,1
39765,Cluster 39765,1
39766,Cluster 39766,1
39767,Cluster 39767,1
39768,Cluster 39768,1
39769,Cluster 39769,4
39770,Cluster 39770,1
39771,Cluster 39771,1
39772,Cluster 39772,11
39773,Cluster 39773,1
39774,Cluster 39774,1
39775,Cluster 39775,4
39776,Cluster 39776,1
39777,Cluster 39777,15
39778,Cluster 39778,1
39779,Cluster 39779,2
39780,Cluster 39780,6
39781,Cluster 39781,2
39782,Cluster 39782,5
39783,Cluster 39783,36
39784,Cluster 39784,2
39785,Cluster 39785,5
39786,Cluster 39786,4
39787,Cluster 39787,5
39788,Cluster 39788,2
39789,Cluster 39789,2
39790,Cluster 39790,1
39791,Cluster 39791,7
39792,Cluster 39792,1
39793,Cluster 39793,1
39794,Cluster 39794,1
39795,Cluster 39795,2
39796,Cluster 39796,42
39797,Cluster 39797,4
39798,Cluster 39798,4
39799,Cluster 39799,4
39800,Cluster 39800,2
39801,Cluster 39801,8
39802,Cluster 39802,2
39803,Cluster 39803,1
39804,Cluster 39804,7
39805,Cluster 39805,1
39806,Cluster 39806,96
39807,Cluster 39807,2
39808,Cluster 39808,1
39809,Cluster 39809,4
39810,Cluster 39810,1
39811,Cluster 39811,2
39812,Cluster 39812,4
39813,Cluster 39813,1
39814,Cluster 39814,1
39815,Cluster 39815,2
39816,Cluster 39816,2
39817,Cluster 39817,2
39818,Cluster 39818,2
39819,Cluster 39819,2
39820,Cluster 39820,3
39821,Cluster 39821,1
39822,Cluster 39822,3
39823,Cluster 39823,5
39824,Cluster 39824,9
39825,Cluster 39825,2
39826,Cluster 39826,1
39827,Cluster 39827,1
39828,Cluster 39828,8
39829,Cluster 39829,1
39830,Cluster 39830,1
39831,Cluster 39831,2
39832,Cluster 39832,1
39833,Cluster 39833,1
39834,Cluster 39834,1
39835,Cluster 39835,1
39836,Cluster 39836,1
39837,Cluster 39837,2
39838,Cluster 39838,1
39839,Cluster 39839,1
39840,Cluster 39840,3
39841,Cluster 39841,2
39842,Cluster 39842,1
39843,Cluster 39843,1
39844,Cluster 39844,1
39845,Cluster 39845,1
39846,Cluster 39846,1
39847,Cluster 39847,1
39848,Cluster 39848,19
39849,Cluster 39849,2
39850,Cluster 39850,1
39851,Cluster 39851,1
39852,Cluster 39852,1
39853,Cluster 39853,1
39854,Cluster 39854,2
39855,Cluster 39855,1
39856,Cluster 39856,6
39857,Cluster 39857,2
39858,Cluster 39858,1
39859,Cluster 39859,1
39860,Cluster 39860,1
39861,Cluster 39861,1
39862,Cluster 39862,1
39863,Cluster 39863,207
39864,Cluster 39864,8
39865,Cluster 39865,7
39866,Cluster 39866,1
39867,Cluster 39867,2
39868,Cluster 39868,2
39869,Cluster 39869,3
39870,Cluster 39870,2
39871,Cluster 39871,1
39872,Cluster 39872,1
39873,Cluster 39873,2
39874,Cluster 39874,2
39875,Cluster 39875,6
39876,Cluster 39876,3
39877,Cluster 39877,2
39878,Cluster 39878,2
39879,Cluster 39879,1
39880,Cluster 39880,2
39881,Cluster 39881,2
39882,Cluster 39882,2
39883,Cluster 39883,2
39884,Cluster 39884,1
39885,Cluster 39885,8
39886,Cluster 39886,1
39887,Cluster 39887,3
39888,Cluster 39888,1
39889,Cluster 39889,1
39890,Cluster 39890,1
39891,Cluster 39891,4
39892,Cluster 39892,1
39893,Cluster 39893,1
39894,Cluster 39894,1
39895,Cluster 39895,1
39896,Cluster 39896,1
39897,Cluster 39897,1
39898,Cluster 39898,1
39899,Cluster 39899,1
39900,Cluster 39900,1
39901,Cluster 39901,2
39902,Cluster 39902,2
39903,Cluster 39903,2
39904,Cluster 39904,2
39905,Cluster 39905,1
39906,Cluster 39906,1
39907,Cluster 39907,3
39908,Cluster 39908,3
39909,Cluster 39909,1
39910,Cluster 39910,1
39911,Cluster 39911,1
39912,Cluster 39912,1
39913,Cluster 39913,1
39914,Cluster 39914,1
39915,Cluster 39915,1
39916,Cluster 39916,1
39917,Cluster 39917,3
39918,Cluster 39918,1
39919,Cluster 39919,2
39920,Cluster 39920,1
39921,Cluster 39921,1
39922,Cluster 39922,8
39923,Cluster 39923,1
39924,Cluster 39924,1
39925,Cluster 39925,4
39926,Cluster 39926,1
39927,Cluster 39927,1
39928,Cluster 39928,1
39929,Cluster 39929,1
39930,Cluster 39930,1
39931,Cluster 39931,1115
39932,Cluster 39932,358
39933,Cluster 39933,59
39934,Cluster 39934,166
39935,Cluster 39935,1097
39936,Cluster 39936,1
39937,Cluster 39937,287
39938,Cluster 39938,3
39939,Cluster 39939,1
39940,Cluster 39940,268
39941,Cluster 39941,1
39942,Cluster 39942,2
39943,Cluster 39943,1
39944,Cluster 39944,28
39945,Cluster 39945,16
39946,Cluster 39946,1
39947,Cluster 39947,37
39948,Cluster 39948,30
39949,Cluster 39949,257
39950,Cluster 39950,2
39951,Cluster 39951,1
39952,Cluster 39952,3
39953,Cluster 39953,10
39954,Cluster 39954,1
39955,Cluster 39955,43
39956,Cluster 39956,5
39957,Cluster 39957,28
39958,Cluster 39958,1
39959,Cluster 39959,2
39960,Cluster 39960,1
39961,Cluster 39961,1
39962,Cluster 39962,2
39963,Cluster 39963,1
39964,Cluster 39964,1
39965,Cluster 39965,1
39966,Cluster 39966,1
39967,Cluster 39967,6
39968,Cluster 39968,1
39969,Cluster 39969,7
39970,Cluster 39970,1
39971,Cluster 39971,6
39972,Cluster 39972,14
39973,Cluster 39973,46
39974,Cluster 39974,1
39975,Cluster 39975,3
39976,Cluster 39976,4
39977,Cluster 39977,1
39978,Cluster 39978,1
39979,Cluster 39979,1
39980,Cluster 39980,1
39981,Cluster 39981,1
39982,Cluster 39982,7
39983,Cluster 39983,11
39984,Cluster 39984,1
39985,Cluster 39985,1
39986,Cluster 39986,3
39987,Cluster 39987,8
39988,Cluster 39988,1
39989,Cluster 39989,7
39990,Cluster 39990,2
39991,Cluster 39991,8
39992,Cluster 39992,1
39993,Cluster 39993,4
39994,Cluster 39994,1
39995,Cluster 39995,1
39996,Cluster 39996,1
39997,Cluster 39997,1
39998,Cluster 39998,1
39999,Cluster 39999,10
40000,Cluster 40000,9
40001,Cluster 40001,1
40002,Cluster 40002,5
40003,Cluster 40003,2
40004,Cluster 40004,1
40005,Cluster 40005,3
40006,Cluster 40006,1
40007,Cluster 40007,1
40008,Cluster 40008,3
40009,Cluster 40009,1
40010,Cluster 40010,2
40011,Cluster 40011,1
40012,Cluster 40012,2
40013,Cluster 40013,3
40014,Cluster 40014,3
40015,Cluster 40015,2
40016,Cluster 40016,4
40017,Cluster 40017,1
40018,Cluster 40018,3
40019,Cluster 40019,36
40020,Cluster 40020,8
40021,Cluster 40021,2
40022,Cluster 40022,2
40023,Cluster 40023,22
40024,Cluster 40024,1
40025,Cluster 40025,39
40026,Cluster 40026,40
40027,Cluster 40027,12
40028,Cluster 40028,421
40029,Cluster 40029,1
40030,Cluster 40030,2
40031,Cluster 40031,2
40032,Cluster 40032,1
40033,Cluster 40033,2
40034,Cluster 40034,2
40035,Cluster 40035,2
40036,Cluster 40036,2
40037,Cluster 40037,2
40038,Cluster 40038,1
40039,Cluster 40039,7
40040,Cluster 40040,18
40041,Cluster 40041,10
40042,Cluster 40042,83
40043,Cluster 40043,1
40044,Cluster 40044,13
40045,Cluster 40045,4
40046,Cluster 40046,1
40047,Cluster 40047,13
40048,Cluster 40048,2
40049,Cluster 40049,2
40050,Cluster 40050,12
40051,Cluster 40051,4
40052,Cluster 40052,2
40053,Cluster 40053,3
40054,Cluster 40054,1
40055,Cluster 40055,12
40056,Cluster 40056,2
40057,Cluster 40057,2
40058,Cluster 40058,1
40059,Cluster 40059,2
40060,Cluster 40060,1
40061,Cluster 40061,3
40062,Cluster 40062,3
40063,Cluster 40063,2
40064,Cluster 40064,1
40065,Cluster 40065,2
40066,Cluster 40066,2
40067,Cluster 40067,13
40068,Cluster 40068,14
40069,Cluster 40069,3
40070,Cluster 40070,5
40071,Cluster 40071,5
40072,Cluster 40072,7
40073,Cluster 40073,3
40074,Cluster 40074,1
40075,Cluster 40075,2
40076,Cluster 40076,3
40077,Cluster 40077,1
40078,Cluster 40078,6
40079,Cluster 40079,43
40080,Cluster 40080,1
40081,Cluster 40081,4
40082,Cluster 40082,2
40083,Cluster 40083,1
40084,Cluster 40084,12
40085,Cluster 40085,1
40086,Cluster 40086,2
40087,Cluster 40087,1
40088,Cluster 40088,24
40089,Cluster 40089,6
40090,Cluster 40090,1
40091,Cluster 40091,1
40092,Cluster 40092,2
40093,Cluster 40093,1
40094,Cluster 40094,1
40095,Cluster 40095,1
40096,Cluster 40096,3
40097,Cluster 40097,1
40098,Cluster 40098,2
40099,Cluster 40099,7
40100,Cluster 40100,1
40101,Cluster 40101,1
40102,Cluster 40102,10
40103,Cluster 40103,1
40104,Cluster 40104,1
40105,Cluster 40105,1
40106,Cluster 40106,2
40107,Cluster 40107,1
40108,Cluster 40108,1
40109,Cluster 40109,33
40110,Cluster 40110,1
40111,Cluster 40111,1
40112,Cluster 40112,3
40113,Cluster 40113,1
40114,Cluster 40114,31
40115,Cluster 40115,1319
40116,Cluster 40116,1
40117,Cluster 40117,6
40118,Cluster 40118,3
40119,Cluster 40119,2
40120,Cluster 40120,19
40121,Cluster 40121,1
40122,Cluster 40122,1
40123,Cluster 40123,2
40124,Cluster 40124,1
40125,Cluster 40125,2
40126,Cluster 40126,1
40127,Cluster 40127,12
40128,Cluster 40128,2
40129,Cluster 40129,1
40130,Cluster 40130,2
40131,Cluster 40131,1
40132,Cluster 40132,1
40133,Cluster 40133,5
40134,Cluster 40134,1
40135,Cluster 40135,1
40136,Cluster 40136,2
40137,Cluster 40137,3
40138,Cluster 40138,11
40139,Cluster 40139,2
40140,Cluster 40140,6
40141,Cluster 40141,2
40142,Cluster 40142,1
40143,Cluster 40143,2
40144,Cluster 40144,5
40145,Cluster 40145,1
40146,Cluster 40146,1
40147,Cluster 40147,1
40148,Cluster 40148,1
40149,Cluster 40149,1
40150,Cluster 40150,3
40151,Cluster 40151,1
40152,Cluster 40152,1
40153,Cluster 40153,1
40154,Cluster 40154,1
40155,Cluster 40155,1
40156,Cluster 40156,1
40157,Cluster 40157,1
40158,Cluster 40158,2
40159,Cluster 40159,1
40160,Cluster 40160,1
40161,Cluster 40161,1
40162,Cluster 40162,1
40163,Cluster 40163,2
40164,Cluster 40164,1
40165,Cluster 40165,1
40166,Cluster 40166,1
40167,Cluster 40167,1
40168,Cluster 40168,1
40169,Cluster 40169,2
40170,Cluster 40170,1
