, ,Number of genomes
53800,Cluster 53800,27
53801,Cluster 53801,4
53802,Cluster 53802,1
53803,Cluster 53803,1
53804,Cluster 53804,1
53805,Cluster 53805,1
53806,Cluster 53806,2
53807,Cluster 53807,1
53808,Cluster 53808,8
53809,Cluster 53809,4
53810,Cluster 53810,1
53811,Cluster 53811,1
53812,Cluster 53812,1
53813,Cluster 53813,2
53814,Cluster 53814,1
53815,Cluster 53815,1
53816,Cluster 53816,1
53817,Cluster 53817,1
53818,Cluster 53818,4
53819,Cluster 53819,12
53820,Cluster 53820,1952
53821,Cluster 53821,569
53822,Cluster 53822,1
53823,Cluster 53823,2
53824,Cluster 53824,7
53825,Cluster 53825,1
53826,Cluster 53826,1
53827,Cluster 53827,20
53828,Cluster 53828,1
53829,Cluster 53829,1
53830,Cluster 53830,1
53831,Cluster 53831,3
53832,Cluster 53832,1
53833,Cluster 53833,6
53834,Cluster 53834,3
53835,Cluster 53835,1
53836,Cluster 53836,7
53837,Cluster 53837,2
53838,Cluster 53838,97
53839,Cluster 53839,9
53840,Cluster 53840,5
53841,Cluster 53841,2
53842,Cluster 53842,14
53843,Cluster 53843,7
53844,Cluster 53844,2
53845,Cluster 53845,10
53846,Cluster 53846,4
53847,Cluster 53847,1
53848,Cluster 53848,4
53849,Cluster 53849,4
53850,Cluster 53850,1
53851,Cluster 53851,1
53852,Cluster 53852,1
53853,Cluster 53853,7
53854,Cluster 53854,5
53855,Cluster 53855,18
53856,Cluster 53856,3
53857,Cluster 53857,2
53858,Cluster 53858,8
53859,Cluster 53859,1
53860,Cluster 53860,1
53861,Cluster 53861,1
53862,Cluster 53862,2
53863,Cluster 53863,1
53864,Cluster 53864,1
53865,Cluster 53865,1
53866,Cluster 53866,6
53867,Cluster 53867,1
53868,Cluster 53868,4
53869,Cluster 53869,1884
53870,Cluster 53870,15
53871,Cluster 53871,1970
53872,Cluster 53872,515
53873,Cluster 53873,367
53874,Cluster 53874,583
53875,Cluster 53875,401
53876,Cluster 53876,1969
53877,Cluster 53877,337
53878,Cluster 53878,71
53879,Cluster 53879,1
53880,Cluster 53880,239
53881,Cluster 53881,1966
53882,Cluster 53882,174
53883,Cluster 53883,22
53884,Cluster 53884,14
53885,Cluster 53885,1129
53886,Cluster 53886,32
53887,Cluster 53887,3
53888,Cluster 53888,2
53889,Cluster 53889,3
53890,Cluster 53890,2
53891,Cluster 53891,61
53892,Cluster 53892,3
53893,Cluster 53893,1
53894,Cluster 53894,344
53895,Cluster 53895,80
53896,Cluster 53896,1
53897,Cluster 53897,8
53898,Cluster 53898,7
53899,Cluster 53899,2
53900,Cluster 53900,8
53901,Cluster 53901,8
53902,Cluster 53902,2
53903,Cluster 53903,2
53904,Cluster 53904,40
53905,Cluster 53905,89
53906,Cluster 53906,318
53907,Cluster 53907,2
53908,Cluster 53908,1
53909,Cluster 53909,12
53910,Cluster 53910,95
53911,Cluster 53911,488
53912,Cluster 53912,67
53913,Cluster 53913,11
53914,Cluster 53914,302
53915,Cluster 53915,1
53916,Cluster 53916,42
53917,Cluster 53917,29
53918,Cluster 53918,291
53919,Cluster 53919,245
53920,Cluster 53920,53
53921,Cluster 53921,6
53922,Cluster 53922,3
53923,Cluster 53923,12
53924,Cluster 53924,59
53925,Cluster 53925,55
53926,Cluster 53926,59
53927,Cluster 53927,33
53928,Cluster 53928,43
53929,Cluster 53929,21
53930,Cluster 53930,6
53931,Cluster 53931,8
53932,Cluster 53932,10
53933,Cluster 53933,17
53934,Cluster 53934,2
53935,Cluster 53935,10
53936,Cluster 53936,5
53937,Cluster 53937,31
53938,Cluster 53938,60
53939,Cluster 53939,6
53940,Cluster 53940,3
53941,Cluster 53941,1
53942,Cluster 53942,22
53943,Cluster 53943,18
53944,Cluster 53944,5
53945,Cluster 53945,1
53946,Cluster 53946,1
53947,Cluster 53947,1
53948,Cluster 53948,3
53949,Cluster 53949,22
53950,Cluster 53950,8
53951,Cluster 53951,14
53952,Cluster 53952,1
53953,Cluster 53953,1
53954,Cluster 53954,10
53955,Cluster 53955,1
53956,Cluster 53956,4
53957,Cluster 53957,7
53958,Cluster 53958,2
53959,Cluster 53959,1
53960,Cluster 53960,8
53961,Cluster 53961,1
53962,Cluster 53962,18
53963,Cluster 53963,297
53964,Cluster 53964,2
53965,Cluster 53965,3
53966,Cluster 53966,1
53967,Cluster 53967,32
53968,Cluster 53968,11
53969,Cluster 53969,1
53970,Cluster 53970,4
53971,Cluster 53971,5
53972,Cluster 53972,235
53973,Cluster 53973,2
53974,Cluster 53974,11
53975,Cluster 53975,3
53976,Cluster 53976,1
53977,Cluster 53977,1
53978,Cluster 53978,1
53979,Cluster 53979,3
53980,Cluster 53980,1
53981,Cluster 53981,6
53982,Cluster 53982,4
53983,Cluster 53983,7
53984,Cluster 53984,1
53985,Cluster 53985,1
53986,Cluster 53986,1
53987,Cluster 53987,2
53988,Cluster 53988,1
53989,Cluster 53989,1
53990,Cluster 53990,1
53991,Cluster 53991,11
53992,Cluster 53992,1
53993,Cluster 53993,1
53994,Cluster 53994,3
53995,Cluster 53995,3
53996,Cluster 53996,1961
53997,Cluster 53997,87
53998,Cluster 53998,3
53999,Cluster 53999,6
54000,Cluster 54000,3
54001,Cluster 54001,1
54002,Cluster 54002,1
54003,Cluster 54003,11
54004,Cluster 54004,1
54005,Cluster 54005,1
54006,Cluster 54006,7
54007,Cluster 54007,1
54008,Cluster 54008,1
54009,Cluster 54009,1
54010,Cluster 54010,3
54011,Cluster 54011,2
54012,Cluster 54012,1
54013,Cluster 54013,1
54014,Cluster 54014,4
54015,Cluster 54015,3
54016,Cluster 54016,1
54017,Cluster 54017,2
54018,Cluster 54018,7
54019,Cluster 54019,163
54020,Cluster 54020,2
54021,Cluster 54021,1
54022,Cluster 54022,1
54023,Cluster 54023,1
54024,Cluster 54024,1
54025,Cluster 54025,1
54026,Cluster 54026,5
54027,Cluster 54027,1
54028,Cluster 54028,1
54029,Cluster 54029,2
54030,Cluster 54030,24
54031,Cluster 54031,1
54032,Cluster 54032,1
54033,Cluster 54033,2
54034,Cluster 54034,4
54035,Cluster 54035,1
54036,Cluster 54036,1
54037,Cluster 54037,1
54038,Cluster 54038,1
54039,Cluster 54039,1
54040,Cluster 54040,7
54041,Cluster 54041,4
54042,Cluster 54042,1
54043,Cluster 54043,2
54044,Cluster 54044,21
54045,Cluster 54045,10
54046,Cluster 54046,1
54047,Cluster 54047,8
54048,Cluster 54048,1
54049,Cluster 54049,2
54050,Cluster 54050,1
54051,Cluster 54051,1
54052,Cluster 54052,1
54053,Cluster 54053,13
54054,Cluster 54054,4
54055,Cluster 54055,1
54056,Cluster 54056,1
54057,Cluster 54057,1
54058,Cluster 54058,1
54059,Cluster 54059,145
54060,Cluster 54060,1966
54061,Cluster 54061,2
54062,Cluster 54062,22
54063,Cluster 54063,1
54064,Cluster 54064,2
54065,Cluster 54065,1
54066,Cluster 54066,1
54067,Cluster 54067,1
54068,Cluster 54068,1
54069,Cluster 54069,1
54070,Cluster 54070,1
54071,Cluster 54071,2
54072,Cluster 54072,1
54073,Cluster 54073,1
54074,Cluster 54074,2
54075,Cluster 54075,1
54076,Cluster 54076,2
54077,Cluster 54077,5
54078,Cluster 54078,9
54079,Cluster 54079,1
54080,Cluster 54080,1
54081,Cluster 54081,5
54082,Cluster 54082,8
54083,Cluster 54083,1
54084,Cluster 54084,1
54085,Cluster 54085,1
54086,Cluster 54086,2
54087,Cluster 54087,1
54088,Cluster 54088,10
54089,Cluster 54089,8
54090,Cluster 54090,1
54091,Cluster 54091,1
54092,Cluster 54092,21
54093,Cluster 54093,1
54094,Cluster 54094,4
54095,Cluster 54095,1
54096,Cluster 54096,1
54097,Cluster 54097,1
54098,Cluster 54098,7
54099,Cluster 54099,1
54100,Cluster 54100,1
54101,Cluster 54101,4
54102,Cluster 54102,2
54103,Cluster 54103,1
54104,Cluster 54104,1
54105,Cluster 54105,8
54106,Cluster 54106,2
54107,Cluster 54107,4
54108,Cluster 54108,1
54109,Cluster 54109,1
54110,Cluster 54110,1
54111,Cluster 54111,1
54112,Cluster 54112,1
54113,Cluster 54113,2
54114,Cluster 54114,6
54115,Cluster 54115,1
54116,Cluster 54116,1
54117,Cluster 54117,1
54118,Cluster 54118,1
54119,Cluster 54119,3
54120,Cluster 54120,3
54121,Cluster 54121,6
54122,Cluster 54122,1
54123,Cluster 54123,1
54124,Cluster 54124,4
54125,Cluster 54125,6
54126,Cluster 54126,2
54127,Cluster 54127,1
54128,Cluster 54128,3
54129,Cluster 54129,1
54130,Cluster 54130,1
54131,Cluster 54131,1
54132,Cluster 54132,576
54133,Cluster 54133,3
54134,Cluster 54134,3
54135,Cluster 54135,3
54136,Cluster 54136,1
54137,Cluster 54137,1
54138,Cluster 54138,1
54139,Cluster 54139,1
54140,Cluster 54140,9
54141,Cluster 54141,8
54142,Cluster 54142,148
54143,Cluster 54143,1
54144,Cluster 54144,1
54145,Cluster 54145,2
54146,Cluster 54146,1
54147,Cluster 54147,1
54148,Cluster 54148,1
54149,Cluster 54149,9
54150,Cluster 54150,5
54151,Cluster 54151,11
54152,Cluster 54152,1
54153,Cluster 54153,6
54154,Cluster 54154,5
54155,Cluster 54155,1
54156,Cluster 54156,2
54157,Cluster 54157,653
54158,Cluster 54158,2
54159,Cluster 54159,6
54160,Cluster 54160,1
54161,Cluster 54161,2
54162,Cluster 54162,142
54163,Cluster 54163,3
54164,Cluster 54164,1
54165,Cluster 54165,2
54166,Cluster 54166,1
54167,Cluster 54167,1
54168,Cluster 54168,2
54169,Cluster 54169,2
54170,Cluster 54170,2
54171,Cluster 54171,1
54172,Cluster 54172,2
54173,Cluster 54173,1
54174,Cluster 54174,2
54175,Cluster 54175,2
54176,Cluster 54176,3
54177,Cluster 54177,1
54178,Cluster 54178,1
54179,Cluster 54179,1
54180,Cluster 54180,1
54181,Cluster 54181,1
54182,Cluster 54182,1
54183,Cluster 54183,1
54184,Cluster 54184,1
54185,Cluster 54185,1
54186,Cluster 54186,1
54187,Cluster 54187,1970
54188,Cluster 54188,1966
54189,Cluster 54189,500
54190,Cluster 54190,1970
54191,Cluster 54191,1
54192,Cluster 54192,492
54193,Cluster 54193,262
54194,Cluster 54194,8
54195,Cluster 54195,3
54196,Cluster 54196,3
54197,Cluster 54197,1
54198,Cluster 54198,227
54199,Cluster 54199,2
54200,Cluster 54200,3
54201,Cluster 54201,2
54202,Cluster 54202,2
54203,Cluster 54203,9
54204,Cluster 54204,6
54205,Cluster 54205,2
54206,Cluster 54206,5
54207,Cluster 54207,1
54208,Cluster 54208,116
54209,Cluster 54209,1
54210,Cluster 54210,7
54211,Cluster 54211,131
54212,Cluster 54212,3
54213,Cluster 54213,1
54214,Cluster 54214,25
54215,Cluster 54215,1964
54216,Cluster 54216,1
54217,Cluster 54217,4
54218,Cluster 54218,4
54219,Cluster 54219,51
54220,Cluster 54220,25
54221,Cluster 54221,143
54222,Cluster 54222,1
54223,Cluster 54223,4
54224,Cluster 54224,166
54225,Cluster 54225,1
54226,Cluster 54226,305
54227,Cluster 54227,13
54228,Cluster 54228,68
54229,Cluster 54229,28
54230,Cluster 54230,4
54231,Cluster 54231,1
54232,Cluster 54232,2
54233,Cluster 54233,5
54234,Cluster 54234,23
54235,Cluster 54235,173
54236,Cluster 54236,18
54237,Cluster 54237,1
54238,Cluster 54238,166
54239,Cluster 54239,1
54240,Cluster 54240,2
54241,Cluster 54241,2
54242,Cluster 54242,10
54243,Cluster 54243,18
54244,Cluster 54244,41
54245,Cluster 54245,20
54246,Cluster 54246,16
54247,Cluster 54247,16
54248,Cluster 54248,4
54249,Cluster 54249,1
54250,Cluster 54250,5
54251,Cluster 54251,26
54252,Cluster 54252,1970
54253,Cluster 54253,1
54254,Cluster 54254,10
54255,Cluster 54255,27
54256,Cluster 54256,16
54257,Cluster 54257,27
54258,Cluster 54258,6
54259,Cluster 54259,1
54260,Cluster 54260,2
54261,Cluster 54261,1
54262,Cluster 54262,1
54263,Cluster 54263,5
54264,Cluster 54264,1
54265,Cluster 54265,1
54266,Cluster 54266,5
54267,Cluster 54267,1
54268,Cluster 54268,1
54269,Cluster 54269,1
54270,Cluster 54270,2
54271,Cluster 54271,4
54272,Cluster 54272,5
54273,Cluster 54273,2
54274,Cluster 54274,19
54275,Cluster 54275,1
54276,Cluster 54276,7
54277,Cluster 54277,21
54278,Cluster 54278,5
54279,Cluster 54279,3
54280,Cluster 54280,5
54281,Cluster 54281,1
54282,Cluster 54282,1
54283,Cluster 54283,3
54284,Cluster 54284,1
54285,Cluster 54285,1
54286,Cluster 54286,1
54287,Cluster 54287,9
54288,Cluster 54288,1
54289,Cluster 54289,2
54290,Cluster 54290,1
54291,Cluster 54291,9
54292,Cluster 54292,1
54293,Cluster 54293,13
54294,Cluster 54294,3
54295,Cluster 54295,1
54296,Cluster 54296,1
54297,Cluster 54297,2
54298,Cluster 54298,4
54299,Cluster 54299,11
54300,Cluster 54300,2
54301,Cluster 54301,5
54302,Cluster 54302,428
54303,Cluster 54303,1
54304,Cluster 54304,3
54305,Cluster 54305,10
54306,Cluster 54306,1
54307,Cluster 54307,12
54308,Cluster 54308,8
54309,Cluster 54309,1
54310,Cluster 54310,7
54311,Cluster 54311,1
54312,Cluster 54312,3
54313,Cluster 54313,1
54314,Cluster 54314,5
54315,Cluster 54315,6
54316,Cluster 54316,5
54317,Cluster 54317,1
54318,Cluster 54318,1
54319,Cluster 54319,3
54320,Cluster 54320,1
54321,Cluster 54321,1
54322,Cluster 54322,10
54323,Cluster 54323,25
54324,Cluster 54324,2
54325,Cluster 54325,4
54326,Cluster 54326,2
54327,Cluster 54327,1
54328,Cluster 54328,1
54329,Cluster 54329,3
54330,Cluster 54330,1
54331,Cluster 54331,1
54332,Cluster 54332,3
54333,Cluster 54333,2
54334,Cluster 54334,3
54335,Cluster 54335,5
54336,Cluster 54336,7
54337,Cluster 54337,1
54338,Cluster 54338,2
54339,Cluster 54339,3
54340,Cluster 54340,4
54341,Cluster 54341,2
54342,Cluster 54342,3
54343,Cluster 54343,1
54344,Cluster 54344,3
54345,Cluster 54345,2
54346,Cluster 54346,1
54347,Cluster 54347,13
54348,Cluster 54348,1
54349,Cluster 54349,1
54350,Cluster 54350,7
54351,Cluster 54351,1
54352,Cluster 54352,2
54353,Cluster 54353,8
54354,Cluster 54354,3
54355,Cluster 54355,1
54356,Cluster 54356,1
54357,Cluster 54357,1
54358,Cluster 54358,1
54359,Cluster 54359,1
54360,Cluster 54360,2
54361,Cluster 54361,1
54362,Cluster 54362,4
54363,Cluster 54363,1
54364,Cluster 54364,2
54365,Cluster 54365,1
54366,Cluster 54366,1
54367,Cluster 54367,6
54368,Cluster 54368,7
54369,Cluster 54369,2
54370,Cluster 54370,1
54371,Cluster 54371,5
54372,Cluster 54372,1
54373,Cluster 54373,1
54374,Cluster 54374,1
54375,Cluster 54375,1
54376,Cluster 54376,2
54377,Cluster 54377,2
54378,Cluster 54378,2
54379,Cluster 54379,1
54380,Cluster 54380,1
54381,Cluster 54381,1
54382,Cluster 54382,1
54383,Cluster 54383,2
54384,Cluster 54384,1
54385,Cluster 54385,1
54386,Cluster 54386,4
54387,Cluster 54387,1
54388,Cluster 54388,2
54389,Cluster 54389,1
54390,Cluster 54390,35
54391,Cluster 54391,1
54392,Cluster 54392,2
54393,Cluster 54393,1
54394,Cluster 54394,58
54395,Cluster 54395,1
54396,Cluster 54396,1
54397,Cluster 54397,1
54398,Cluster 54398,6
54399,Cluster 54399,1
54400,Cluster 54400,1
54401,Cluster 54401,1
54402,Cluster 54402,3
54403,Cluster 54403,1
54404,Cluster 54404,1
54405,Cluster 54405,1
54406,Cluster 54406,1
54407,Cluster 54407,2
54408,Cluster 54408,2
54409,Cluster 54409,1
54410,Cluster 54410,1
54411,Cluster 54411,1
54412,Cluster 54412,1
54413,Cluster 54413,3
54414,Cluster 54414,1
54415,Cluster 54415,1
54416,Cluster 54416,1
54417,Cluster 54417,1
54418,Cluster 54418,1
54419,Cluster 54419,1
54420,Cluster 54420,1
54421,Cluster 54421,1
54422,Cluster 54422,12
54423,Cluster 54423,5
54424,Cluster 54424,3
54425,Cluster 54425,2
54426,Cluster 54426,3
54427,Cluster 54427,4
54428,Cluster 54428,5
54429,Cluster 54429,1
54430,Cluster 54430,3
54431,Cluster 54431,1
54432,Cluster 54432,1
54433,Cluster 54433,2
54434,Cluster 54434,1
54435,Cluster 54435,3
54436,Cluster 54436,1
54437,Cluster 54437,10
54438,Cluster 54438,1
54439,Cluster 54439,12
54440,Cluster 54440,1
54441,Cluster 54441,1
54442,Cluster 54442,1
54443,Cluster 54443,1
54444,Cluster 54444,1
54445,Cluster 54445,1
54446,Cluster 54446,3
54447,Cluster 54447,2
54448,Cluster 54448,3
54449,Cluster 54449,1
54450,Cluster 54450,1
54451,Cluster 54451,68
54452,Cluster 54452,1
54453,Cluster 54453,1
54454,Cluster 54454,3
54455,Cluster 54455,2
54456,Cluster 54456,1
54457,Cluster 54457,1
54458,Cluster 54458,1
54459,Cluster 54459,1
54460,Cluster 54460,1
54461,Cluster 54461,13
54462,Cluster 54462,1
54463,Cluster 54463,2
54464,Cluster 54464,1
54465,Cluster 54465,1
54466,Cluster 54466,12
54467,Cluster 54467,6
54468,Cluster 54468,6
54469,Cluster 54469,1
54470,Cluster 54470,2
54471,Cluster 54471,4
54472,Cluster 54472,1
54473,Cluster 54473,13
54474,Cluster 54474,3
54475,Cluster 54475,3
54476,Cluster 54476,1
54477,Cluster 54477,2
54478,Cluster 54478,1
54479,Cluster 54479,2
54480,Cluster 54480,3
54481,Cluster 54481,1
54482,Cluster 54482,2
54483,Cluster 54483,1
54484,Cluster 54484,104
54485,Cluster 54485,1
54486,Cluster 54486,1
54487,Cluster 54487,1
54488,Cluster 54488,21
54489,Cluster 54489,1
54490,Cluster 54490,1
54491,Cluster 54491,1
54492,Cluster 54492,17
54493,Cluster 54493,1
54494,Cluster 54494,1
54495,Cluster 54495,1
54496,Cluster 54496,3
54497,Cluster 54497,1
54498,Cluster 54498,2
54499,Cluster 54499,1
54500,Cluster 54500,1
54501,Cluster 54501,3
54502,Cluster 54502,1
54503,Cluster 54503,2
54504,Cluster 54504,1
54505,Cluster 54505,1
54506,Cluster 54506,48
54507,Cluster 54507,1
54508,Cluster 54508,1953
54509,Cluster 54509,1964
54510,Cluster 54510,1966
54511,Cluster 54511,1970
54512,Cluster 54512,1964
54513,Cluster 54513,64
54514,Cluster 54514,383
54515,Cluster 54515,226
54516,Cluster 54516,3
54517,Cluster 54517,3
54518,Cluster 54518,5
54519,Cluster 54519,2
54520,Cluster 54520,2
54521,Cluster 54521,4
54522,Cluster 54522,2
54523,Cluster 54523,76
54524,Cluster 54524,1
54525,Cluster 54525,89
54526,Cluster 54526,1
54527,Cluster 54527,138
54528,Cluster 54528,1
54529,Cluster 54529,3
54530,Cluster 54530,2
54531,Cluster 54531,2
54532,Cluster 54532,1
54533,Cluster 54533,22
54534,Cluster 54534,96
54535,Cluster 54535,1
54536,Cluster 54536,35
54537,Cluster 54537,8
54538,Cluster 54538,6
54539,Cluster 54539,29
54540,Cluster 54540,1
54541,Cluster 54541,26
54542,Cluster 54542,3
54543,Cluster 54543,19
54544,Cluster 54544,313
54545,Cluster 54545,595
54546,Cluster 54546,9
54547,Cluster 54547,23
54548,Cluster 54548,152
54549,Cluster 54549,12
54550,Cluster 54550,29
54551,Cluster 54551,78
54552,Cluster 54552,3
54553,Cluster 54553,3
54554,Cluster 54554,26
54555,Cluster 54555,20
54556,Cluster 54556,7
54557,Cluster 54557,495
54558,Cluster 54558,6
54559,Cluster 54559,164
54560,Cluster 54560,66
54561,Cluster 54561,1682
54562,Cluster 54562,1
54563,Cluster 54563,13
54564,Cluster 54564,8
54565,Cluster 54565,19
54566,Cluster 54566,23
54567,Cluster 54567,6
54568,Cluster 54568,2
54569,Cluster 54569,12
54570,Cluster 54570,87
54571,Cluster 54571,8
54572,Cluster 54572,2
54573,Cluster 54573,25
54574,Cluster 54574,3
54575,Cluster 54575,1
54576,Cluster 54576,14
54577,Cluster 54577,5
54578,Cluster 54578,4
54579,Cluster 54579,2
54580,Cluster 54580,3
54581,Cluster 54581,17
54582,Cluster 54582,4
54583,Cluster 54583,2
54584,Cluster 54584,16
54585,Cluster 54585,12
54586,Cluster 54586,1
54587,Cluster 54587,22
54588,Cluster 54588,8
54589,Cluster 54589,2
54590,Cluster 54590,1
54591,Cluster 54591,18
54592,Cluster 54592,2
54593,Cluster 54593,5
54594,Cluster 54594,12
54595,Cluster 54595,20
54596,Cluster 54596,12
54597,Cluster 54597,1
54598,Cluster 54598,6
54599,Cluster 54599,1
54600,Cluster 54600,10
54601,Cluster 54601,4
54602,Cluster 54602,1
54603,Cluster 54603,4
54604,Cluster 54604,3
54605,Cluster 54605,6
54606,Cluster 54606,3
54607,Cluster 54607,2
54608,Cluster 54608,2
54609,Cluster 54609,2
54610,Cluster 54610,7
54611,Cluster 54611,442
54612,Cluster 54612,5
54613,Cluster 54613,1
54614,Cluster 54614,1
54615,Cluster 54615,1
54616,Cluster 54616,3
54617,Cluster 54617,6
54618,Cluster 54618,40
54619,Cluster 54619,3
54620,Cluster 54620,7
54621,Cluster 54621,2
54622,Cluster 54622,1
54623,Cluster 54623,12
54624,Cluster 54624,1
54625,Cluster 54625,1
54626,Cluster 54626,17
54627,Cluster 54627,1
54628,Cluster 54628,121
54629,Cluster 54629,4
54630,Cluster 54630,1
54631,Cluster 54631,15
54632,Cluster 54632,4
54633,Cluster 54633,11
54634,Cluster 54634,2
54635,Cluster 54635,22
54636,Cluster 54636,1
54637,Cluster 54637,2
54638,Cluster 54638,1
54639,Cluster 54639,1
54640,Cluster 54640,8
54641,Cluster 54641,1
54642,Cluster 54642,2
54643,Cluster 54643,2
54644,Cluster 54644,10
54645,Cluster 54645,20
54646,Cluster 54646,2
54647,Cluster 54647,3
54648,Cluster 54648,1
54649,Cluster 54649,1
54650,Cluster 54650,1
54651,Cluster 54651,2
54652,Cluster 54652,2
54653,Cluster 54653,1
54654,Cluster 54654,1
54655,Cluster 54655,1
54656,Cluster 54656,3
54657,Cluster 54657,1
54658,Cluster 54658,3
54659,Cluster 54659,3
54660,Cluster 54660,1
54661,Cluster 54661,5
54662,Cluster 54662,5
54663,Cluster 54663,2
54664,Cluster 54664,3
54665,Cluster 54665,2
54666,Cluster 54666,1
54667,Cluster 54667,3
54668,Cluster 54668,3
54669,Cluster 54669,1
54670,Cluster 54670,1
54671,Cluster 54671,2
54672,Cluster 54672,1
54673,Cluster 54673,2
54674,Cluster 54674,2
54675,Cluster 54675,1
54676,Cluster 54676,1
54677,Cluster 54677,5
54678,Cluster 54678,1
54679,Cluster 54679,1
54680,Cluster 54680,1
54681,Cluster 54681,1
54682,Cluster 54682,1
54683,Cluster 54683,3
54684,Cluster 54684,4
54685,Cluster 54685,2
54686,Cluster 54686,1
54687,Cluster 54687,1
54688,Cluster 54688,26
54689,Cluster 54689,3
54690,Cluster 54690,1
54691,Cluster 54691,1
54692,Cluster 54692,1
54693,Cluster 54693,44
54694,Cluster 54694,1
54695,Cluster 54695,860
54696,Cluster 54696,2
54697,Cluster 54697,2
54698,Cluster 54698,1
54699,Cluster 54699,1
54700,Cluster 54700,1
54701,Cluster 54701,1
54702,Cluster 54702,1
54703,Cluster 54703,35
54704,Cluster 54704,2
54705,Cluster 54705,1
54706,Cluster 54706,1
54707,Cluster 54707,1
54708,Cluster 54708,2
54709,Cluster 54709,1
54710,Cluster 54710,7
54711,Cluster 54711,5
54712,Cluster 54712,1
54713,Cluster 54713,5
54714,Cluster 54714,1
54715,Cluster 54715,3
54716,Cluster 54716,1
54717,Cluster 54717,1
54718,Cluster 54718,1
54719,Cluster 54719,4
54720,Cluster 54720,1
54721,Cluster 54721,1
54722,Cluster 54722,6
54723,Cluster 54723,11
54724,Cluster 54724,1
54725,Cluster 54725,27
54726,Cluster 54726,2
54727,Cluster 54727,5
54728,Cluster 54728,1
54729,Cluster 54729,1
54730,Cluster 54730,3
54731,Cluster 54731,1
54732,Cluster 54732,1
54733,Cluster 54733,2
54734,Cluster 54734,2
54735,Cluster 54735,2
54736,Cluster 54736,299
54737,Cluster 54737,1
54738,Cluster 54738,1
54739,Cluster 54739,2
54740,Cluster 54740,1
54741,Cluster 54741,2
54742,Cluster 54742,1
54743,Cluster 54743,1
54744,Cluster 54744,1
54745,Cluster 54745,1
54746,Cluster 54746,1
54747,Cluster 54747,1
54748,Cluster 54748,5
54749,Cluster 54749,2
54750,Cluster 54750,1
54751,Cluster 54751,1
54752,Cluster 54752,1
54753,Cluster 54753,1
54754,Cluster 54754,1
54755,Cluster 54755,1
54756,Cluster 54756,2
54757,Cluster 54757,1
54758,Cluster 54758,1
54759,Cluster 54759,5
54760,Cluster 54760,5
54761,Cluster 54761,1
54762,Cluster 54762,1932
54763,Cluster 54763,3
54764,Cluster 54764,10
54765,Cluster 54765,5
54766,Cluster 54766,6
54767,Cluster 54767,1
54768,Cluster 54768,6
54769,Cluster 54769,11
54770,Cluster 54770,6
54771,Cluster 54771,1
54772,Cluster 54772,2
54773,Cluster 54773,1
54774,Cluster 54774,2
54775,Cluster 54775,2
54776,Cluster 54776,2
54777,Cluster 54777,3
54778,Cluster 54778,41
54779,Cluster 54779,2
54780,Cluster 54780,1
54781,Cluster 54781,4
54782,Cluster 54782,2
54783,Cluster 54783,1
54784,Cluster 54784,1
54785,Cluster 54785,4
54786,Cluster 54786,15
54787,Cluster 54787,1
54788,Cluster 54788,2
54789,Cluster 54789,1
54790,Cluster 54790,1
54791,Cluster 54791,1
54792,Cluster 54792,1
54793,Cluster 54793,1
54794,Cluster 54794,1
54795,Cluster 54795,1
54796,Cluster 54796,1
54797,Cluster 54797,1
54798,Cluster 54798,1
54799,Cluster 54799,1
54800,Cluster 54800,1
54801,Cluster 54801,836
54802,Cluster 54802,1015
54803,Cluster 54803,330
54804,Cluster 54804,1969
54805,Cluster 54805,260
54806,Cluster 54806,509
54807,Cluster 54807,17
54808,Cluster 54808,7
54809,Cluster 54809,2
54810,Cluster 54810,2
54811,Cluster 54811,5
54812,Cluster 54812,3
54813,Cluster 54813,8
54814,Cluster 54814,8
54815,Cluster 54815,1
54816,Cluster 54816,378
54817,Cluster 54817,70
54818,Cluster 54818,196
54819,Cluster 54819,1
54820,Cluster 54820,65
54821,Cluster 54821,62
54822,Cluster 54822,52
54823,Cluster 54823,6
54824,Cluster 54824,1
54825,Cluster 54825,1
54826,Cluster 54826,535
54827,Cluster 54827,1
54828,Cluster 54828,20
54829,Cluster 54829,1
54830,Cluster 54830,10
54831,Cluster 54831,5
54832,Cluster 54832,3
54833,Cluster 54833,15
54834,Cluster 54834,21
54835,Cluster 54835,57
54836,Cluster 54836,32
54837,Cluster 54837,11
54838,Cluster 54838,134
54839,Cluster 54839,278
54840,Cluster 54840,2
54841,Cluster 54841,82
54842,Cluster 54842,13
54843,Cluster 54843,70
54844,Cluster 54844,68
54845,Cluster 54845,4
54846,Cluster 54846,22
54847,Cluster 54847,2
54848,Cluster 54848,5
54849,Cluster 54849,30
54850,Cluster 54850,2
54851,Cluster 54851,6
54852,Cluster 54852,3
54853,Cluster 54853,131
54854,Cluster 54854,19
54855,Cluster 54855,1
54856,Cluster 54856,2
54857,Cluster 54857,46
54858,Cluster 54858,25
54859,Cluster 54859,22
54860,Cluster 54860,19
54861,Cluster 54861,1
54862,Cluster 54862,16
54863,Cluster 54863,1
54864,Cluster 54864,1
54865,Cluster 54865,41
54866,Cluster 54866,1
54867,Cluster 54867,11
54868,Cluster 54868,6
54869,Cluster 54869,5
54870,Cluster 54870,6
54871,Cluster 54871,72
54872,Cluster 54872,1
54873,Cluster 54873,8
