, ,Number of genomes,gene_class
15212,Cluster 15212,3,unique
15213,Cluster 15213,1,unique
15214,Cluster 15214,3,unique
15215,Cluster 15215,1,unique
15216,Cluster 15216,1,unique
15217,Cluster 15217,1,unique
15218,Cluster 15218,11,unique
15219,Cluster 15219,3,unique
15220,Cluster 15220,8,unique
15221,Cluster 15221,1,unique
15222,Cluster 15222,1,unique
15223,Cluster 15223,2,unique
15224,Cluster 15224,1,unique
15225,Cluster 15225,2,unique
15226,Cluster 15226,1,unique
15227,Cluster 15227,1,unique
15228,Cluster 15228,1,unique
15229,Cluster 15229,2,unique
15230,Cluster 15230,1,unique
15231,Cluster 15231,1,unique
15232,Cluster 15232,3,unique
15233,Cluster 15233,2,unique
15234,Cluster 15234,2,unique
15235,Cluster 15235,2,unique
15236,Cluster 15236,4,unique
15237,Cluster 15237,1,unique
15238,Cluster 15238,1,unique
15239,Cluster 15239,2,unique
15240,Cluster 15240,8,unique
15241,Cluster 15241,1,unique
15242,Cluster 15242,1,unique
15243,Cluster 15243,1,unique
15244,Cluster 15244,1,unique
15245,Cluster 15245,1,unique
15246,Cluster 15246,2,unique
15247,Cluster 15247,3,unique
15248,Cluster 15248,1,unique
15249,Cluster 15249,1,unique
15250,Cluster 15250,4,unique
15251,Cluster 15251,1,unique
15252,Cluster 15252,1429,accessory
15253,Cluster 15253,1386,accessory
15254,Cluster 15254,1254,accessory
15255,Cluster 15255,1587,core
15256,Cluster 15256,1408,accessory
15257,Cluster 15257,1487,accessory
15258,Cluster 15258,1,unique
15259,Cluster 15259,252,accessory
15260,Cluster 15260,1,unique
15261,Cluster 15261,7,unique
15262,Cluster 15262,1571,core
15263,Cluster 15263,1,unique
15264,Cluster 15264,310,accessory
15265,Cluster 15265,1,unique
15266,Cluster 15266,3,unique
15267,Cluster 15267,1,unique
15268,Cluster 15268,75,unique
15269,Cluster 15269,1,unique
15270,Cluster 15270,7,unique
15271,Cluster 15271,7,unique
15272,Cluster 15272,17,unique
15273,Cluster 15273,49,unique
15274,Cluster 15274,13,unique
15275,Cluster 15275,1,unique
15276,Cluster 15276,1,unique
15277,Cluster 15277,2,unique
15278,Cluster 15278,1,unique
15279,Cluster 15279,1,unique
15280,Cluster 15280,80,unique
15281,Cluster 15281,1,unique
15282,Cluster 15282,7,unique
15283,Cluster 15283,1,unique
15284,Cluster 15284,2,unique
15285,Cluster 15285,5,unique
15286,Cluster 15286,1,unique
15287,Cluster 15287,1,unique
15288,Cluster 15288,2,unique
15289,Cluster 15289,6,unique
15290,Cluster 15290,1,unique
15291,Cluster 15291,1,unique
15292,Cluster 15292,1,unique
15293,Cluster 15293,1,unique
15294,Cluster 15294,3,unique
15295,Cluster 15295,6,unique
15296,Cluster 15296,1,unique
15297,Cluster 15297,1,unique
15298,Cluster 15298,1,unique
15299,Cluster 15299,1,unique
15300,Cluster 15300,2,unique
15301,Cluster 15301,1,unique
15302,Cluster 15302,2,unique
15303,Cluster 15303,1,unique
15304,Cluster 15304,1,unique
15305,Cluster 15305,3,unique
15306,Cluster 15306,2,unique
15307,Cluster 15307,38,unique
15308,Cluster 15308,7,unique
15309,Cluster 15309,1,unique
15310,Cluster 15310,1,unique
15311,Cluster 15311,1,unique
15312,Cluster 15312,1,unique
15313,Cluster 15313,1,unique
15314,Cluster 15314,1,unique
15315,Cluster 15315,3,unique
15316,Cluster 15316,2,unique
15317,Cluster 15317,4,unique
15318,Cluster 15318,1,unique
15319,Cluster 15319,1,unique
15320,Cluster 15320,7,unique
15321,Cluster 15321,1,unique
15322,Cluster 15322,1,unique
15323,Cluster 15323,1,unique
15324,Cluster 15324,1,unique
15325,Cluster 15325,1,unique
15326,Cluster 15326,1,unique
15327,Cluster 15327,2,unique
15328,Cluster 15328,1204,accessory
15329,Cluster 15329,5,unique
15330,Cluster 15330,1,unique
15331,Cluster 15331,1288,accessory
15332,Cluster 15332,1589,core
15333,Cluster 15333,1583,core
15334,Cluster 15334,1588,core
15335,Cluster 15335,1278,accessory
15336,Cluster 15336,1586,core
15337,Cluster 15337,1318,accessory
15338,Cluster 15338,1,unique
15339,Cluster 15339,25,unique
15340,Cluster 15340,125,accessory
15341,Cluster 15341,1,unique
15342,Cluster 15342,1583,core
15343,Cluster 15343,1585,core
15344,Cluster 15344,178,accessory
15345,Cluster 15345,1589,core
15346,Cluster 15346,79,unique
15347,Cluster 15347,1,unique
15348,Cluster 15348,1,unique
15349,Cluster 15349,114,accessory
15350,Cluster 15350,221,accessory
15351,Cluster 15351,1,unique
15352,Cluster 15352,1,unique
15353,Cluster 15353,70,unique
15354,Cluster 15354,8,unique
15355,Cluster 15355,2,unique
15356,Cluster 15356,3,unique
15357,Cluster 15357,1,unique
15358,Cluster 15358,1,unique
15359,Cluster 15359,1,unique
15360,Cluster 15360,20,unique
15361,Cluster 15361,1,unique
15362,Cluster 15362,7,unique
15363,Cluster 15363,1,unique
15364,Cluster 15364,2,unique
15365,Cluster 15365,1259,accessory
15366,Cluster 15366,1,unique
15367,Cluster 15367,2,unique
15368,Cluster 15368,1,unique
15369,Cluster 15369,18,unique
15370,Cluster 15370,1,unique
15371,Cluster 15371,1,unique
15372,Cluster 15372,5,unique
15373,Cluster 15373,13,unique
15374,Cluster 15374,6,unique
15375,Cluster 15375,1,unique
15376,Cluster 15376,1,unique
15377,Cluster 15377,2,unique
15378,Cluster 15378,83,unique
15379,Cluster 15379,1,unique
15380,Cluster 15380,1,unique
15381,Cluster 15381,8,unique
15382,Cluster 15382,1,unique
15383,Cluster 15383,1,unique
15384,Cluster 15384,1,unique
15385,Cluster 15385,1,unique
15386,Cluster 15386,1,unique
15387,Cluster 15387,2,unique
15388,Cluster 15388,4,unique
15389,Cluster 15389,2,unique
15390,Cluster 15390,1,unique
15391,Cluster 15391,1,unique
15392,Cluster 15392,16,unique
15393,Cluster 15393,26,unique
15394,Cluster 15394,1,unique
15395,Cluster 15395,1,unique
15396,Cluster 15396,1,unique
15397,Cluster 15397,1,unique
15398,Cluster 15398,2,unique
15399,Cluster 15399,1,unique
15400,Cluster 15400,2,unique
15401,Cluster 15401,1,unique
15402,Cluster 15402,1,unique
15403,Cluster 15403,71,unique
15404,Cluster 15404,1,unique
15405,Cluster 15405,1,unique
15406,Cluster 15406,1,unique
15407,Cluster 15407,1,unique
15408,Cluster 15408,1,unique
15409,Cluster 15409,1,unique
15410,Cluster 15410,1589,core
15411,Cluster 15411,1198,accessory
15412,Cluster 15412,1587,core
15413,Cluster 15413,338,accessory
15414,Cluster 15414,1582,core
15415,Cluster 15415,1588,core
15416,Cluster 15416,1584,core
15417,Cluster 15417,15,unique
15418,Cluster 15418,1172,accessory
15419,Cluster 15419,6,unique
15420,Cluster 15420,1589,core
15421,Cluster 15421,5,unique
15422,Cluster 15422,2,unique
15423,Cluster 15423,2,unique
15424,Cluster 15424,23,unique
15425,Cluster 15425,140,accessory
15426,Cluster 15426,210,accessory
15427,Cluster 15427,3,unique
15428,Cluster 15428,2,unique
15429,Cluster 15429,49,unique
15430,Cluster 15430,4,unique
15431,Cluster 15431,1,unique
15432,Cluster 15432,2,unique
15433,Cluster 15433,19,unique
15434,Cluster 15434,739,accessory
15435,Cluster 15435,1,unique
15436,Cluster 15436,1,unique
15437,Cluster 15437,1,unique
15438,Cluster 15438,1,unique
15439,Cluster 15439,699,accessory
15440,Cluster 15440,9,unique
15441,Cluster 15441,1,unique
15442,Cluster 15442,1,unique
15443,Cluster 15443,3,unique
15444,Cluster 15444,2,unique
15445,Cluster 15445,2,unique
15446,Cluster 15446,2,unique
15447,Cluster 15447,2,unique
15448,Cluster 15448,7,unique
15449,Cluster 15449,1,unique
15450,Cluster 15450,1,unique
15451,Cluster 15451,4,unique
15452,Cluster 15452,7,unique
15453,Cluster 15453,1,unique
15454,Cluster 15454,2,unique
15455,Cluster 15455,1,unique
15456,Cluster 15456,1,unique
15457,Cluster 15457,2,unique
15458,Cluster 15458,2,unique
15459,Cluster 15459,1,unique
15460,Cluster 15460,1,unique
15461,Cluster 15461,2,unique
15462,Cluster 15462,1,unique
15463,Cluster 15463,1,unique
15464,Cluster 15464,1,unique
15465,Cluster 15465,2,unique
15466,Cluster 15466,1,unique
15467,Cluster 15467,1,unique
15468,Cluster 15468,1,unique
15469,Cluster 15469,1,unique
15470,Cluster 15470,2,unique
15471,Cluster 15471,1,unique
15472,Cluster 15472,1,unique
15473,Cluster 15473,1,unique
15474,Cluster 15474,1,unique
15475,Cluster 15475,1,unique
15476,Cluster 15476,3,unique
15477,Cluster 15477,1,unique
15478,Cluster 15478,1,unique
15479,Cluster 15479,1,unique
15480,Cluster 15480,1587,core
15481,Cluster 15481,1557,core
15482,Cluster 15482,1589,core
15483,Cluster 15483,1,unique
15484,Cluster 15484,254,accessory
15485,Cluster 15485,2,unique
15486,Cluster 15486,1563,core
15487,Cluster 15487,1,unique
15488,Cluster 15488,2,unique
15489,Cluster 15489,1586,core
15490,Cluster 15490,1,unique
15491,Cluster 15491,1,unique
15492,Cluster 15492,30,unique
15493,Cluster 15493,1589,core
15494,Cluster 15494,10,unique
15495,Cluster 15495,1,unique
15496,Cluster 15496,6,unique
15497,Cluster 15497,19,unique
15498,Cluster 15498,2,unique
15499,Cluster 15499,8,unique
15500,Cluster 15500,1,unique
15501,Cluster 15501,2,unique
15502,Cluster 15502,1,unique
15503,Cluster 15503,1,unique
15504,Cluster 15504,7,unique
15505,Cluster 15505,1,unique
15506,Cluster 15506,2,unique
15507,Cluster 15507,3,unique
15508,Cluster 15508,18,unique
15509,Cluster 15509,1,unique
15510,Cluster 15510,20,unique
15511,Cluster 15511,235,accessory
15512,Cluster 15512,55,unique
15513,Cluster 15513,2,unique
15514,Cluster 15514,1,unique
15515,Cluster 15515,1,unique
15516,Cluster 15516,88,unique
15517,Cluster 15517,7,unique
15518,Cluster 15518,8,unique
15519,Cluster 15519,1,unique
15520,Cluster 15520,3,unique
15521,Cluster 15521,11,unique
15522,Cluster 15522,439,accessory
15523,Cluster 15523,5,unique
15524,Cluster 15524,1,unique
15525,Cluster 15525,41,unique
15526,Cluster 15526,1,unique
15527,Cluster 15527,1,unique
15528,Cluster 15528,1,unique
15529,Cluster 15529,1,unique
15530,Cluster 15530,1,unique
15531,Cluster 15531,1,unique
15532,Cluster 15532,1,unique
15533,Cluster 15533,1,unique
15534,Cluster 15534,1,unique
15535,Cluster 15535,1,unique
15536,Cluster 15536,1,unique
15537,Cluster 15537,2,unique
15538,Cluster 15538,25,unique
15539,Cluster 15539,1,unique
15540,Cluster 15540,1,unique
15541,Cluster 15541,1,unique
15542,Cluster 15542,1,unique
15543,Cluster 15543,1,unique
15544,Cluster 15544,3,unique
15545,Cluster 15545,3,unique
15546,Cluster 15546,1585,core
15547,Cluster 15547,1,unique
15548,Cluster 15548,1,unique
15549,Cluster 15549,1,unique
15550,Cluster 15550,1,unique
15551,Cluster 15551,1,unique
15552,Cluster 15552,1,unique
15553,Cluster 15553,3,unique
15554,Cluster 15554,39,unique
15555,Cluster 15555,1,unique
15556,Cluster 15556,2,unique
15557,Cluster 15557,1,unique
15558,Cluster 15558,1,unique
15559,Cluster 15559,1570,core
15560,Cluster 15560,561,accessory
15561,Cluster 15561,1415,accessory
15562,Cluster 15562,1578,core
15563,Cluster 15563,252,accessory
15564,Cluster 15564,1589,core
15565,Cluster 15565,847,accessory
15566,Cluster 15566,1319,accessory
15567,Cluster 15567,1589,core
15568,Cluster 15568,1099,accessory
15569,Cluster 15569,730,accessory
15570,Cluster 15570,582,accessory
15571,Cluster 15571,1,unique
15572,Cluster 15572,13,unique
15573,Cluster 15573,1574,core
15574,Cluster 15574,4,unique
15575,Cluster 15575,8,unique
15576,Cluster 15576,16,unique
15577,Cluster 15577,1,unique
15578,Cluster 15578,1,unique
15579,Cluster 15579,6,unique
15580,Cluster 15580,1,unique
15581,Cluster 15581,3,unique
15582,Cluster 15582,2,unique
15583,Cluster 15583,36,unique
15584,Cluster 15584,2,unique
15585,Cluster 15585,1,unique
15586,Cluster 15586,1,unique
15587,Cluster 15587,37,unique
15588,Cluster 15588,30,unique
15589,Cluster 15589,1,unique
15590,Cluster 15590,1,unique
15591,Cluster 15591,1,unique
15592,Cluster 15592,7,unique
15593,Cluster 15593,3,unique
15594,Cluster 15594,5,unique
15595,Cluster 15595,28,unique
15596,Cluster 15596,1,unique
15597,Cluster 15597,2,unique
15598,Cluster 15598,2,unique
15599,Cluster 15599,1,unique
15600,Cluster 15600,1,unique
15601,Cluster 15601,1,unique
15602,Cluster 15602,6,unique
15603,Cluster 15603,1,unique
15604,Cluster 15604,2,unique
15605,Cluster 15605,1,unique
15606,Cluster 15606,1,unique
15607,Cluster 15607,1,unique
15608,Cluster 15608,1,unique
15609,Cluster 15609,1,unique
15610,Cluster 15610,3,unique
15611,Cluster 15611,1,unique
15612,Cluster 15612,19,unique
15613,Cluster 15613,2,unique
15614,Cluster 15614,1,unique
15615,Cluster 15615,1,unique
15616,Cluster 15616,1,unique
15617,Cluster 15617,3,unique
15618,Cluster 15618,1,unique
15619,Cluster 15619,1,unique
15620,Cluster 15620,1,unique
15621,Cluster 15621,1,unique
15622,Cluster 15622,2,unique
15623,Cluster 15623,2,unique
15624,Cluster 15624,1493,accessory
15625,Cluster 15625,1,unique
15626,Cluster 15626,1,unique
15627,Cluster 15627,1,unique
15628,Cluster 15628,1,unique
15629,Cluster 15629,1,unique
15630,Cluster 15630,1,unique
15631,Cluster 15631,1588,core
15632,Cluster 15632,1566,core
15633,Cluster 15633,338,accessory
15634,Cluster 15634,1582,core
15635,Cluster 15635,1589,core
15636,Cluster 15636,1588,core
15637,Cluster 15637,814,accessory
15638,Cluster 15638,1589,core
15639,Cluster 15639,456,accessory
15640,Cluster 15640,2,unique
15641,Cluster 15641,1584,core
15642,Cluster 15642,1,unique
15643,Cluster 15643,223,accessory
15644,Cluster 15644,50,unique
15645,Cluster 15645,2,unique
15646,Cluster 15646,1,unique
15647,Cluster 15647,98,accessory
15648,Cluster 15648,1,unique
15649,Cluster 15649,3,unique
15650,Cluster 15650,17,unique
15651,Cluster 15651,1,unique
15652,Cluster 15652,7,unique
15653,Cluster 15653,598,accessory
15654,Cluster 15654,3,unique
15655,Cluster 15655,1,unique
15656,Cluster 15656,1,unique
15657,Cluster 15657,1,unique
15658,Cluster 15658,11,unique
15659,Cluster 15659,1,unique
15660,Cluster 15660,17,unique
15661,Cluster 15661,2,unique
15662,Cluster 15662,1,unique
15663,Cluster 15663,1,unique
15664,Cluster 15664,1,unique
15665,Cluster 15665,1,unique
15666,Cluster 15666,1,unique
15667,Cluster 15667,1,unique
15668,Cluster 15668,15,unique
15669,Cluster 15669,1,unique
15670,Cluster 15670,1,unique
15671,Cluster 15671,1,unique
15672,Cluster 15672,1,unique
15673,Cluster 15673,5,unique
15674,Cluster 15674,1,unique
15675,Cluster 15675,1,unique
15676,Cluster 15676,2,unique
15677,Cluster 15677,1,unique
15678,Cluster 15678,1,unique
15679,Cluster 15679,1,unique
15680,Cluster 15680,2,unique
15681,Cluster 15681,1,unique
15682,Cluster 15682,1,unique
15683,Cluster 15683,1,unique
15684,Cluster 15684,1,unique
15685,Cluster 15685,2,unique
15686,Cluster 15686,1,unique
15687,Cluster 15687,1,unique
15688,Cluster 15688,1,unique
15689,Cluster 15689,1,unique
15690,Cluster 15690,1,unique
15691,Cluster 15691,1,unique
15692,Cluster 15692,1,unique
15693,Cluster 15693,1588,core
15694,Cluster 15694,1,unique
15695,Cluster 15695,1,unique
15696,Cluster 15696,1,unique
15697,Cluster 15697,1,unique
15698,Cluster 15698,1,unique
15699,Cluster 15699,14,unique
15700,Cluster 15700,218,accessory
15701,Cluster 15701,1589,core
15702,Cluster 15702,595,accessory
15703,Cluster 15703,1589,core
15704,Cluster 15704,1400,accessory
15705,Cluster 15705,1486,accessory
15706,Cluster 15706,1587,core
15707,Cluster 15707,1580,core
15708,Cluster 15708,1585,core
15709,Cluster 15709,124,accessory
15710,Cluster 15710,1589,core
15711,Cluster 15711,1131,accessory
15712,Cluster 15712,1589,core
15713,Cluster 15713,1589,core
15714,Cluster 15714,221,accessory
15715,Cluster 15715,9,unique
15716,Cluster 15716,358,accessory
15717,Cluster 15717,793,accessory
15718,Cluster 15718,2,unique
15719,Cluster 15719,1,unique
15720,Cluster 15720,168,accessory
15721,Cluster 15721,1461,accessory
15722,Cluster 15722,739,accessory
15723,Cluster 15723,110,accessory
15724,Cluster 15724,1,unique
15725,Cluster 15725,1,unique
15726,Cluster 15726,1,unique
15727,Cluster 15727,2,unique
15728,Cluster 15728,1,unique
15729,Cluster 15729,1,unique
15730,Cluster 15730,30,unique
15731,Cluster 15731,1,unique
15732,Cluster 15732,1588,core
15733,Cluster 15733,52,unique
15734,Cluster 15734,66,unique
15735,Cluster 15735,1,unique
15736,Cluster 15736,47,unique
15737,Cluster 15737,23,unique
15738,Cluster 15738,8,unique
15739,Cluster 15739,1,unique
15740,Cluster 15740,8,unique
15741,Cluster 15741,109,accessory
15742,Cluster 15742,8,unique
15743,Cluster 15743,1124,accessory
15744,Cluster 15744,2,unique
15745,Cluster 15745,37,unique
15746,Cluster 15746,2,unique
15747,Cluster 15747,1,unique
15748,Cluster 15748,1,unique
15749,Cluster 15749,1,unique
15750,Cluster 15750,26,unique
15751,Cluster 15751,1535,core
15752,Cluster 15752,2,unique
15753,Cluster 15753,176,accessory
15754,Cluster 15754,1,unique
15755,Cluster 15755,5,unique
15756,Cluster 15756,1,unique
15757,Cluster 15757,1,unique
15758,Cluster 15758,1,unique
15759,Cluster 15759,3,unique
15760,Cluster 15760,1,unique
15761,Cluster 15761,3,unique
15762,Cluster 15762,3,unique
15763,Cluster 15763,2,unique
15764,Cluster 15764,6,unique
15765,Cluster 15765,2,unique
15766,Cluster 15766,1,unique
15767,Cluster 15767,1,unique
15768,Cluster 15768,1,unique
15769,Cluster 15769,2,unique
15770,Cluster 15770,3,unique
15771,Cluster 15771,2,unique
15772,Cluster 15772,1,unique
15773,Cluster 15773,3,unique
15774,Cluster 15774,138,accessory
15775,Cluster 15775,1,unique
15776,Cluster 15776,2,unique
15777,Cluster 15777,1,unique
15778,Cluster 15778,1,unique
15779,Cluster 15779,1,unique
15780,Cluster 15780,1,unique
15781,Cluster 15781,1,unique
15782,Cluster 15782,2,unique
15783,Cluster 15783,1,unique
15784,Cluster 15784,1,unique
15785,Cluster 15785,1,unique
15786,Cluster 15786,1,unique
15787,Cluster 15787,1,unique
15788,Cluster 15788,1,unique
15789,Cluster 15789,1,unique
15790,Cluster 15790,4,unique
15791,Cluster 15791,1,unique
15792,Cluster 15792,1,unique
15793,Cluster 15793,2,unique
15794,Cluster 15794,1,unique
15795,Cluster 15795,1,unique
15796,Cluster 15796,1,unique
15797,Cluster 15797,1,unique
15798,Cluster 15798,1,unique
15799,Cluster 15799,1,unique
15800,Cluster 15800,2,unique
15801,Cluster 15801,1587,core
15802,Cluster 15802,1500,accessory
15803,Cluster 15803,1318,accessory
15804,Cluster 15804,1336,accessory
15805,Cluster 15805,1221,accessory
15806,Cluster 15806,212,accessory
15807,Cluster 15807,1586,core
15808,Cluster 15808,454,accessory
15809,Cluster 15809,535,accessory
15810,Cluster 15810,1568,core
15811,Cluster 15811,1,unique
15812,Cluster 15812,1361,accessory
15813,Cluster 15813,2,unique
15814,Cluster 15814,1,unique
15815,Cluster 15815,737,accessory
15816,Cluster 15816,455,accessory
15817,Cluster 15817,394,accessory
15818,Cluster 15818,86,unique
15819,Cluster 15819,300,accessory
15820,Cluster 15820,1,unique
15821,Cluster 15821,2,unique
15822,Cluster 15822,1,unique
15823,Cluster 15823,4,unique
15824,Cluster 15824,30,unique
15825,Cluster 15825,1,unique
15826,Cluster 15826,1,unique
15827,Cluster 15827,2,unique
15828,Cluster 15828,1,unique
15829,Cluster 15829,1,unique
15830,Cluster 15830,1,unique
15831,Cluster 15831,129,accessory
15832,Cluster 15832,1,unique
15833,Cluster 15833,32,unique
15834,Cluster 15834,15,unique
15835,Cluster 15835,5,unique
15836,Cluster 15836,1,unique
15837,Cluster 15837,3,unique
15838,Cluster 15838,2,unique
15839,Cluster 15839,1,unique
15840,Cluster 15840,60,unique
15841,Cluster 15841,4,unique
15842,Cluster 15842,1,unique
15843,Cluster 15843,1,unique
15844,Cluster 15844,3,unique
15845,Cluster 15845,1,unique
15846,Cluster 15846,1,unique
15847,Cluster 15847,1,unique
15848,Cluster 15848,4,unique
15849,Cluster 15849,7,unique
15850,Cluster 15850,3,unique
15851,Cluster 15851,1,unique
15852,Cluster 15852,2,unique
15853,Cluster 15853,2,unique
15854,Cluster 15854,2,unique
15855,Cluster 15855,1,unique
15856,Cluster 15856,1,unique
15857,Cluster 15857,4,unique
15858,Cluster 15858,2,unique
15859,Cluster 15859,1,unique
