, ,Number of genomes
20918,Cluster 20918,1
20919,Cluster 20919,3
20920,Cluster 20920,2
20921,Cluster 20921,1
20922,Cluster 20922,1
20923,Cluster 20923,6
20924,Cluster 20924,2
20925,Cluster 20925,2
20926,Cluster 20926,2
20927,Cluster 20927,2
20928,Cluster 20928,4
20929,Cluster 20929,1
20930,Cluster 20930,1
20931,Cluster 20931,12
20932,Cluster 20932,1
20933,Cluster 20933,2
20934,Cluster 20934,1
20935,Cluster 20935,1
20936,Cluster 20936,1
20937,Cluster 20937,1
20938,Cluster 20938,2
20939,Cluster 20939,13
20940,Cluster 20940,1
20941,Cluster 20941,22
20942,Cluster 20942,8
20943,Cluster 20943,14
20944,Cluster 20944,1
20945,Cluster 20945,8
20946,Cluster 20946,8
20947,Cluster 20947,1
20948,Cluster 20948,3
20949,Cluster 20949,1
20950,Cluster 20950,2
20951,Cluster 20951,1
20952,Cluster 20952,4
20953,Cluster 20953,4
20954,Cluster 20954,1
20955,Cluster 20955,1
20956,Cluster 20956,6
20957,Cluster 20957,1
20958,Cluster 20958,1
20959,Cluster 20959,4
20960,Cluster 20960,5
20961,Cluster 20961,6
20962,Cluster 20962,8
20963,Cluster 20963,1
20964,Cluster 20964,1
20965,Cluster 20965,1
20966,Cluster 20966,1
20967,Cluster 20967,2
20968,Cluster 20968,1
20969,Cluster 20969,3
20970,Cluster 20970,3
20971,Cluster 20971,3
20972,Cluster 20972,18
20973,Cluster 20973,1
20974,Cluster 20974,1
20975,Cluster 20975,2
20976,Cluster 20976,2
20977,Cluster 20977,1
20978,Cluster 20978,1
20979,Cluster 20979,1
20980,Cluster 20980,1
20981,Cluster 20981,10
20982,Cluster 20982,1
20983,Cluster 20983,1
20984,Cluster 20984,1
20985,Cluster 20985,1
20986,Cluster 20986,2
20987,Cluster 20987,1
20988,Cluster 20988,5
20989,Cluster 20989,1
20990,Cluster 20990,1
20991,Cluster 20991,2
20992,Cluster 20992,2
20993,Cluster 20993,1
20994,Cluster 20994,1
20995,Cluster 20995,590
20996,Cluster 20996,1
20997,Cluster 20997,592
20998,Cluster 20998,586
20999,Cluster 20999,589
21000,Cluster 21000,590
21001,Cluster 21001,593
21002,Cluster 21002,592
21003,Cluster 21003,586
21004,Cluster 21004,49
21005,Cluster 21005,7
21006,Cluster 21006,1
21007,Cluster 21007,589
21008,Cluster 21008,8
21009,Cluster 21009,75
21010,Cluster 21010,2
21011,Cluster 21011,585
21012,Cluster 21012,421
21013,Cluster 21013,19
21014,Cluster 21014,2
21015,Cluster 21015,2
21016,Cluster 21016,3
21017,Cluster 21017,6
21018,Cluster 21018,2
21019,Cluster 21019,1
21020,Cluster 21020,1
21021,Cluster 21021,591
21022,Cluster 21022,2
21023,Cluster 21023,1
21024,Cluster 21024,2
21025,Cluster 21025,1
21026,Cluster 21026,2
21027,Cluster 21027,4
21028,Cluster 21028,4
21029,Cluster 21029,107
21030,Cluster 21030,1
21031,Cluster 21031,1
21032,Cluster 21032,1
21033,Cluster 21033,1
21034,Cluster 21034,1
21035,Cluster 21035,3
21036,Cluster 21036,3
21037,Cluster 21037,4
21038,Cluster 21038,21
21039,Cluster 21039,8
21040,Cluster 21040,7
21041,Cluster 21041,22
21042,Cluster 21042,7
21043,Cluster 21043,3
21044,Cluster 21044,1
21045,Cluster 21045,2
21046,Cluster 21046,1
21047,Cluster 21047,4
21048,Cluster 21048,1
21049,Cluster 21049,2
21050,Cluster 21050,1
21051,Cluster 21051,1
21052,Cluster 21052,1
21053,Cluster 21053,2
21054,Cluster 21054,2
21055,Cluster 21055,1
21056,Cluster 21056,2
21057,Cluster 21057,1
21058,Cluster 21058,1
21059,Cluster 21059,2
21060,Cluster 21060,1
21061,Cluster 21061,584
21062,Cluster 21062,2
21063,Cluster 21063,1
21064,Cluster 21064,1
21065,Cluster 21065,1
21066,Cluster 21066,1
21067,Cluster 21067,1
21068,Cluster 21068,1
21069,Cluster 21069,2
21070,Cluster 21070,1
21071,Cluster 21071,1
21072,Cluster 21072,1
21073,Cluster 21073,3
21074,Cluster 21074,2
21075,Cluster 21075,6
21076,Cluster 21076,1
21077,Cluster 21077,1
21078,Cluster 21078,2
21079,Cluster 21079,1
21080,Cluster 21080,1
21081,Cluster 21081,1
21082,Cluster 21082,1
21083,Cluster 21083,2
21084,Cluster 21084,1
21085,Cluster 21085,1
21086,Cluster 21086,1
21087,Cluster 21087,2
21088,Cluster 21088,1
21089,Cluster 21089,5
21090,Cluster 21090,1
21091,Cluster 21091,2
21092,Cluster 21092,576
21093,Cluster 21093,585
21094,Cluster 21094,594
21095,Cluster 21095,587
21096,Cluster 21096,594
21097,Cluster 21097,587
21098,Cluster 21098,13
21099,Cluster 21099,126
21100,Cluster 21100,37
21101,Cluster 21101,30
21102,Cluster 21102,8
21103,Cluster 21103,100
21104,Cluster 21104,1
21105,Cluster 21105,46
21106,Cluster 21106,1
21107,Cluster 21107,1
21108,Cluster 21108,1
21109,Cluster 21109,1
21110,Cluster 21110,7
21111,Cluster 21111,3
21112,Cluster 21112,1
21113,Cluster 21113,2
21114,Cluster 21114,2
21115,Cluster 21115,2
21116,Cluster 21116,1
21117,Cluster 21117,110
21118,Cluster 21118,161
21119,Cluster 21119,2
21120,Cluster 21120,24
21121,Cluster 21121,4
21122,Cluster 21122,1
21123,Cluster 21123,1
21124,Cluster 21124,1
21125,Cluster 21125,2
21126,Cluster 21126,27
21127,Cluster 21127,1
21128,Cluster 21128,1
21129,Cluster 21129,1
21130,Cluster 21130,3
21131,Cluster 21131,6
21132,Cluster 21132,3
21133,Cluster 21133,1
21134,Cluster 21134,1
21135,Cluster 21135,1
21136,Cluster 21136,5
21137,Cluster 21137,40
21138,Cluster 21138,2
21139,Cluster 21139,1
21140,Cluster 21140,15
21141,Cluster 21141,2
21142,Cluster 21142,1
21143,Cluster 21143,3
21144,Cluster 21144,19
21145,Cluster 21145,5
21146,Cluster 21146,14
21147,Cluster 21147,6
21148,Cluster 21148,2
21149,Cluster 21149,15
21150,Cluster 21150,4
21151,Cluster 21151,3
21152,Cluster 21152,2
21153,Cluster 21153,593
21154,Cluster 21154,2
21155,Cluster 21155,6
21156,Cluster 21156,1
21157,Cluster 21157,6
21158,Cluster 21158,20
21159,Cluster 21159,2
21160,Cluster 21160,1
21161,Cluster 21161,1
21162,Cluster 21162,60
21163,Cluster 21163,1
21164,Cluster 21164,2
21165,Cluster 21165,10
21166,Cluster 21166,4
21167,Cluster 21167,1
21168,Cluster 21168,2
21169,Cluster 21169,1
21170,Cluster 21170,1
21171,Cluster 21171,1
21172,Cluster 21172,1
21173,Cluster 21173,1
21174,Cluster 21174,1
21175,Cluster 21175,1
21176,Cluster 21176,1
21177,Cluster 21177,1
21178,Cluster 21178,1
21179,Cluster 21179,1
21180,Cluster 21180,1
21181,Cluster 21181,1
21182,Cluster 21182,417
21183,Cluster 21183,1
21184,Cluster 21184,1
21185,Cluster 21185,1
21186,Cluster 21186,1
21187,Cluster 21187,1
21188,Cluster 21188,2
21189,Cluster 21189,568
21190,Cluster 21190,1
21191,Cluster 21191,1
21192,Cluster 21192,1
21193,Cluster 21193,1
21194,Cluster 21194,593
21195,Cluster 21195,590
21196,Cluster 21196,594
21197,Cluster 21197,19
21198,Cluster 21198,588
21199,Cluster 21199,595
21200,Cluster 21200,595
21201,Cluster 21201,590
21202,Cluster 21202,13
21203,Cluster 21203,4
21204,Cluster 21204,5
21205,Cluster 21205,56
21206,Cluster 21206,2
21207,Cluster 21207,1
21208,Cluster 21208,1
21209,Cluster 21209,2
21210,Cluster 21210,4
21211,Cluster 21211,47
21212,Cluster 21212,12
21213,Cluster 21213,1
21214,Cluster 21214,30
21215,Cluster 21215,588
21216,Cluster 21216,8
21217,Cluster 21217,10
21218,Cluster 21218,13
21219,Cluster 21219,2
21220,Cluster 21220,1
21221,Cluster 21221,461
21222,Cluster 21222,5
21223,Cluster 21223,14
21224,Cluster 21224,8
21225,Cluster 21225,4
21226,Cluster 21226,2
21227,Cluster 21227,2
21228,Cluster 21228,2
21229,Cluster 21229,2
21230,Cluster 21230,3
21231,Cluster 21231,6
21232,Cluster 21232,1
21233,Cluster 21233,1
21234,Cluster 21234,1
21235,Cluster 21235,1
21236,Cluster 21236,589
21237,Cluster 21237,1
21238,Cluster 21238,1
21239,Cluster 21239,1
21240,Cluster 21240,2
21241,Cluster 21241,1
21242,Cluster 21242,3
21243,Cluster 21243,14
21244,Cluster 21244,14
21245,Cluster 21245,4
21246,Cluster 21246,37
21247,Cluster 21247,8
21248,Cluster 21248,2
21249,Cluster 21249,1
21250,Cluster 21250,2
21251,Cluster 21251,9
21252,Cluster 21252,1
21253,Cluster 21253,4
21254,Cluster 21254,2
21255,Cluster 21255,2
21256,Cluster 21256,1
21257,Cluster 21257,1
21258,Cluster 21258,1
21259,Cluster 21259,5
21260,Cluster 21260,2
21261,Cluster 21261,3
21262,Cluster 21262,2
21263,Cluster 21263,2
21264,Cluster 21264,1
21265,Cluster 21265,1
21266,Cluster 21266,4
21267,Cluster 21267,5
21268,Cluster 21268,1
21269,Cluster 21269,2
21270,Cluster 21270,3
21271,Cluster 21271,1
21272,Cluster 21272,5
21273,Cluster 21273,1
21274,Cluster 21274,1
21275,Cluster 21275,1
21276,Cluster 21276,2
21277,Cluster 21277,561
21278,Cluster 21278,1
21279,Cluster 21279,2
21280,Cluster 21280,1
21281,Cluster 21281,2
21282,Cluster 21282,1
21283,Cluster 21283,33
21284,Cluster 21284,1
21285,Cluster 21285,1
21286,Cluster 21286,592
21287,Cluster 21287,593
21288,Cluster 21288,595
21289,Cluster 21289,44
21290,Cluster 21290,594
21291,Cluster 21291,588
21292,Cluster 21292,595
21293,Cluster 21293,594
21294,Cluster 21294,594
21295,Cluster 21295,568
21296,Cluster 21296,197
21297,Cluster 21297,80
21298,Cluster 21298,8
21299,Cluster 21299,44
21300,Cluster 21300,5
21301,Cluster 21301,2
21302,Cluster 21302,4
21303,Cluster 21303,2
21304,Cluster 21304,1
21305,Cluster 21305,1
21306,Cluster 21306,2
21307,Cluster 21307,2
21308,Cluster 21308,52
21309,Cluster 21309,1
21310,Cluster 21310,2
21311,Cluster 21311,1
21312,Cluster 21312,6
21313,Cluster 21313,8
21314,Cluster 21314,1
21315,Cluster 21315,593
21316,Cluster 21316,1
21317,Cluster 21317,21
21318,Cluster 21318,1
21319,Cluster 21319,19
21320,Cluster 21320,1
21321,Cluster 21321,10
21322,Cluster 21322,1
21323,Cluster 21323,1
21324,Cluster 21324,1
21325,Cluster 21325,5
21326,Cluster 21326,1
21327,Cluster 21327,2
21328,Cluster 21328,2
21329,Cluster 21329,1
21330,Cluster 21330,2
21331,Cluster 21331,1
21332,Cluster 21332,1
21333,Cluster 21333,1
21334,Cluster 21334,1
21335,Cluster 21335,12
21336,Cluster 21336,3
21337,Cluster 21337,24
21338,Cluster 21338,21
21339,Cluster 21339,1
21340,Cluster 21340,1
21341,Cluster 21341,2
21342,Cluster 21342,9
21343,Cluster 21343,6
21344,Cluster 21344,2
21345,Cluster 21345,1
21346,Cluster 21346,5
21347,Cluster 21347,2
21348,Cluster 21348,2
21349,Cluster 21349,11
21350,Cluster 21350,1
21351,Cluster 21351,3
21352,Cluster 21352,1
21353,Cluster 21353,1
21354,Cluster 21354,1
21355,Cluster 21355,1
21356,Cluster 21356,5
21357,Cluster 21357,1
21358,Cluster 21358,6
21359,Cluster 21359,1
21360,Cluster 21360,1
21361,Cluster 21361,1
21362,Cluster 21362,1
21363,Cluster 21363,1
21364,Cluster 21364,23
21365,Cluster 21365,2
21366,Cluster 21366,1
21367,Cluster 21367,595
21368,Cluster 21368,1
21369,Cluster 21369,506
21370,Cluster 21370,1
21371,Cluster 21371,1
21372,Cluster 21372,1
21373,Cluster 21373,5
21374,Cluster 21374,1
21375,Cluster 21375,2
21376,Cluster 21376,575
21377,Cluster 21377,2
21378,Cluster 21378,2
21379,Cluster 21379,1
21380,Cluster 21380,3
21381,Cluster 21381,2
21382,Cluster 21382,6
21383,Cluster 21383,581
21384,Cluster 21384,594
21385,Cluster 21385,594
21386,Cluster 21386,592
21387,Cluster 21387,589
21388,Cluster 21388,593
21389,Cluster 21389,592
21390,Cluster 21390,590
21391,Cluster 21391,592
21392,Cluster 21392,554
21393,Cluster 21393,103
21394,Cluster 21394,2
21395,Cluster 21395,2
21396,Cluster 21396,62
21397,Cluster 21397,545
21398,Cluster 21398,58
21399,Cluster 21399,2
21400,Cluster 21400,2
21401,Cluster 21401,493
21402,Cluster 21402,11
21403,Cluster 21403,23
21404,Cluster 21404,2
21405,Cluster 21405,22
21406,Cluster 21406,4
21407,Cluster 21407,14
21408,Cluster 21408,3
21409,Cluster 21409,6
21410,Cluster 21410,1
21411,Cluster 21411,1
21412,Cluster 21412,1
21413,Cluster 21413,1
21414,Cluster 21414,4
21415,Cluster 21415,3
21416,Cluster 21416,2
21417,Cluster 21417,2
21418,Cluster 21418,1
21419,Cluster 21419,3
21420,Cluster 21420,3
21421,Cluster 21421,5
21422,Cluster 21422,1
21423,Cluster 21423,1
21424,Cluster 21424,3
21425,Cluster 21425,1
21426,Cluster 21426,1
21427,Cluster 21427,4
21428,Cluster 21428,1
21429,Cluster 21429,3
21430,Cluster 21430,31
21431,Cluster 21431,2
21432,Cluster 21432,1
21433,Cluster 21433,14
21434,Cluster 21434,3
21435,Cluster 21435,1
21436,Cluster 21436,15
21437,Cluster 21437,2
21438,Cluster 21438,1
21439,Cluster 21439,3
21440,Cluster 21440,3
21441,Cluster 21441,1
21442,Cluster 21442,560
21443,Cluster 21443,3
21444,Cluster 21444,1
21445,Cluster 21445,1
21446,Cluster 21446,1
21447,Cluster 21447,2
21448,Cluster 21448,1
21449,Cluster 21449,3
21450,Cluster 21450,3
21451,Cluster 21451,3
21452,Cluster 21452,5
21453,Cluster 21453,1
21454,Cluster 21454,1
21455,Cluster 21455,3
21456,Cluster 21456,1
21457,Cluster 21457,3
21458,Cluster 21458,1
21459,Cluster 21459,2
21460,Cluster 21460,1
21461,Cluster 21461,1
21462,Cluster 21462,2
21463,Cluster 21463,1
21464,Cluster 21464,2
21465,Cluster 21465,2
21466,Cluster 21466,1
21467,Cluster 21467,1
21468,Cluster 21468,1
21469,Cluster 21469,3
21470,Cluster 21470,1
21471,Cluster 21471,2
21472,Cluster 21472,1
21473,Cluster 21473,1
21474,Cluster 21474,1
21475,Cluster 21475,592
21476,Cluster 21476,593
21477,Cluster 21477,595
21478,Cluster 21478,591
21479,Cluster 21479,591
21480,Cluster 21480,589
21481,Cluster 21481,1
21482,Cluster 21482,594
21483,Cluster 21483,593
21484,Cluster 21484,33
21485,Cluster 21485,364
21486,Cluster 21486,45
21487,Cluster 21487,61
21488,Cluster 21488,20
21489,Cluster 21489,1
21490,Cluster 21490,2
21491,Cluster 21491,1
21492,Cluster 21492,3
21493,Cluster 21493,9
21494,Cluster 21494,41
21495,Cluster 21495,1
21496,Cluster 21496,1
21497,Cluster 21497,1
21498,Cluster 21498,4
21499,Cluster 21499,4
21500,Cluster 21500,4
21501,Cluster 21501,7
21502,Cluster 21502,1
21503,Cluster 21503,1
21504,Cluster 21504,2
21505,Cluster 21505,8
21506,Cluster 21506,9
21507,Cluster 21507,592
21508,Cluster 21508,1
21509,Cluster 21509,1
21510,Cluster 21510,15
21511,Cluster 21511,2
21512,Cluster 21512,2
21513,Cluster 21513,1
21514,Cluster 21514,1
21515,Cluster 21515,1
21516,Cluster 21516,6
21517,Cluster 21517,1
21518,Cluster 21518,1
21519,Cluster 21519,1
21520,Cluster 21520,2
21521,Cluster 21521,1
21522,Cluster 21522,3
21523,Cluster 21523,5
21524,Cluster 21524,1
21525,Cluster 21525,1
21526,Cluster 21526,27
21527,Cluster 21527,11
21528,Cluster 21528,2
21529,Cluster 21529,21
21530,Cluster 21530,1
21531,Cluster 21531,11
21532,Cluster 21532,10
21533,Cluster 21533,5
21534,Cluster 21534,4
21535,Cluster 21535,1
21536,Cluster 21536,5
21537,Cluster 21537,2
21538,Cluster 21538,5
21539,Cluster 21539,5
21540,Cluster 21540,6
21541,Cluster 21541,12
21542,Cluster 21542,562
21543,Cluster 21543,1
21544,Cluster 21544,1
21545,Cluster 21545,1
21546,Cluster 21546,1
21547,Cluster 21547,5
21548,Cluster 21548,1
21549,Cluster 21549,1
21550,Cluster 21550,3
21551,Cluster 21551,5
21552,Cluster 21552,2
21553,Cluster 21553,1
21554,Cluster 21554,1
21555,Cluster 21555,1
21556,Cluster 21556,1
21557,Cluster 21557,1
21558,Cluster 21558,6
21559,Cluster 21559,1
21560,Cluster 21560,1
21561,Cluster 21561,1
21562,Cluster 21562,1
21563,Cluster 21563,2
21564,Cluster 21564,5
21565,Cluster 21565,17
21566,Cluster 21566,5
21567,Cluster 21567,1
21568,Cluster 21568,1
21569,Cluster 21569,9
21570,Cluster 21570,2
21571,Cluster 21571,1
21572,Cluster 21572,1
21573,Cluster 21573,1
21574,Cluster 21574,1
21575,Cluster 21575,1
21576,Cluster 21576,585
21577,Cluster 21577,592
21578,Cluster 21578,586
21579,Cluster 21579,588
21580,Cluster 21580,592
21581,Cluster 21581,583
21582,Cluster 21582,593
21583,Cluster 21583,593
21584,Cluster 21584,595
21585,Cluster 21585,584
21586,Cluster 21586,103
21587,Cluster 21587,181
21588,Cluster 21588,1
21589,Cluster 21589,1
21590,Cluster 21590,2
21591,Cluster 21591,138
21592,Cluster 21592,24
21593,Cluster 21593,9
21594,Cluster 21594,19
21595,Cluster 21595,5
21596,Cluster 21596,1
21597,Cluster 21597,2
21598,Cluster 21598,5
21599,Cluster 21599,3
21600,Cluster 21600,1
21601,Cluster 21601,2
21602,Cluster 21602,2
21603,Cluster 21603,3
21604,Cluster 21604,1
21605,Cluster 21605,592
21606,Cluster 21606,1
21607,Cluster 21607,41
21608,Cluster 21608,1
21609,Cluster 21609,2
21610,Cluster 21610,2
21611,Cluster 21611,1
21612,Cluster 21612,1
21613,Cluster 21613,588
21614,Cluster 21614,1
21615,Cluster 21615,11
21616,Cluster 21616,1
21617,Cluster 21617,13
21618,Cluster 21618,1
21619,Cluster 21619,3
21620,Cluster 21620,12
21621,Cluster 21621,2
21622,Cluster 21622,1
21623,Cluster 21623,5
21624,Cluster 21624,10
21625,Cluster 21625,7
21626,Cluster 21626,2
21627,Cluster 21627,3
21628,Cluster 21628,2
21629,Cluster 21629,39
21630,Cluster 21630,3
21631,Cluster 21631,16
21632,Cluster 21632,1
21633,Cluster 21633,1
21634,Cluster 21634,1
21635,Cluster 21635,1
21636,Cluster 21636,2
21637,Cluster 21637,1
21638,Cluster 21638,8
21639,Cluster 21639,6
21640,Cluster 21640,2
21641,Cluster 21641,4
21642,Cluster 21642,3
21643,Cluster 21643,2
21644,Cluster 21644,1
21645,Cluster 21645,1
21646,Cluster 21646,3
21647,Cluster 21647,13
21648,Cluster 21648,1
21649,Cluster 21649,1
21650,Cluster 21650,2
21651,Cluster 21651,1
21652,Cluster 21652,2
21653,Cluster 21653,1
21654,Cluster 21654,1
21655,Cluster 21655,1
21656,Cluster 21656,1
21657,Cluster 21657,7
21658,Cluster 21658,173
21659,Cluster 21659,1
21660,Cluster 21660,2
21661,Cluster 21661,1
21662,Cluster 21662,587
21663,Cluster 21663,1
21664,Cluster 21664,1
21665,Cluster 21665,1
21666,Cluster 21666,2
21667,Cluster 21667,1
21668,Cluster 21668,2
21669,Cluster 21669,1
21670,Cluster 21670,1
21671,Cluster 21671,1
21672,Cluster 21672,1
21673,Cluster 21673,1
21674,Cluster 21674,3
21675,Cluster 21675,1
21676,Cluster 21676,594
21677,Cluster 21677,581
21678,Cluster 21678,236
21679,Cluster 21679,595
21680,Cluster 21680,190
21681,Cluster 21681,562
21682,Cluster 21682,593
21683,Cluster 21683,590
21684,Cluster 21684,595
21685,Cluster 21685,4
21686,Cluster 21686,6
21687,Cluster 21687,13
21688,Cluster 21688,9
21689,Cluster 21689,65
21690,Cluster 21690,38
21691,Cluster 21691,2
21692,Cluster 21692,6
21693,Cluster 21693,17
21694,Cluster 21694,4
21695,Cluster 21695,77
21696,Cluster 21696,2
21697,Cluster 21697,1
21698,Cluster 21698,3
21699,Cluster 21699,16
21700,Cluster 21700,7
21701,Cluster 21701,20
21702,Cluster 21702,9
21703,Cluster 21703,3
21704,Cluster 21704,10
21705,Cluster 21705,11
21706,Cluster 21706,2
21707,Cluster 21707,14
21708,Cluster 21708,3
21709,Cluster 21709,4
21710,Cluster 21710,1
21711,Cluster 21711,11
21712,Cluster 21712,16
21713,Cluster 21713,2
21714,Cluster 21714,594
21715,Cluster 21715,4
21716,Cluster 21716,1
21717,Cluster 21717,1
21718,Cluster 21718,1
21719,Cluster 21719,10
21720,Cluster 21720,573
21721,Cluster 21721,1
21722,Cluster 21722,1
21723,Cluster 21723,2
21724,Cluster 21724,1
21725,Cluster 21725,3
21726,Cluster 21726,569
21727,Cluster 21727,6
21728,Cluster 21728,1
21729,Cluster 21729,163
21730,Cluster 21730,7
21731,Cluster 21731,1
21732,Cluster 21732,21
21733,Cluster 21733,55
21734,Cluster 21734,2
21735,Cluster 21735,1
21736,Cluster 21736,1
21737,Cluster 21737,2
21738,Cluster 21738,2
21739,Cluster 21739,13
21740,Cluster 21740,3
21741,Cluster 21741,12
21742,Cluster 21742,10
21743,Cluster 21743,3
21744,Cluster 21744,2
21745,Cluster 21745,3
21746,Cluster 21746,1
21747,Cluster 21747,1
21748,Cluster 21748,1
21749,Cluster 21749,2
21750,Cluster 21750,3
21751,Cluster 21751,1
21752,Cluster 21752,1
21753,Cluster 21753,5
21754,Cluster 21754,1
21755,Cluster 21755,1
21756,Cluster 21756,1
21757,Cluster 21757,2
21758,Cluster 21758,1
21759,Cluster 21759,1
21760,Cluster 21760,1
21761,Cluster 21761,1
21762,Cluster 21762,1
21763,Cluster 21763,2
21764,Cluster 21764,2
21765,Cluster 21765,1
21766,Cluster 21766,4
21767,Cluster 21767,1
21768,Cluster 21768,1
21769,Cluster 21769,1
21770,Cluster 21770,8
21771,Cluster 21771,1
21772,Cluster 21772,22
21773,Cluster 21773,2
21774,Cluster 21774,6
21775,Cluster 21775,4
21776,Cluster 21776,2
21777,Cluster 21777,2
21778,Cluster 21778,2
21779,Cluster 21779,3
21780,Cluster 21780,1
21781,Cluster 21781,2
21782,Cluster 21782,1
21783,Cluster 21783,593
21784,Cluster 21784,594
21785,Cluster 21785,432
21786,Cluster 21786,589
21787,Cluster 21787,595
21788,Cluster 21788,590
21789,Cluster 21789,12
21790,Cluster 21790,1
21791,Cluster 21791,583
21792,Cluster 21792,1
21793,Cluster 21793,41
21794,Cluster 21794,3
21795,Cluster 21795,2
21796,Cluster 21796,6
21797,Cluster 21797,1
21798,Cluster 21798,8
21799,Cluster 21799,1
21800,Cluster 21800,4
21801,Cluster 21801,1
21802,Cluster 21802,2
21803,Cluster 21803,1
21804,Cluster 21804,1
21805,Cluster 21805,11
21806,Cluster 21806,2
21807,Cluster 21807,1
21808,Cluster 21808,1
21809,Cluster 21809,1
21810,Cluster 21810,4
21811,Cluster 21811,4
21812,Cluster 21812,1
21813,Cluster 21813,6
21814,Cluster 21814,16
21815,Cluster 21815,4
21816,Cluster 21816,1
21817,Cluster 21817,2
21818,Cluster 21818,4
21819,Cluster 21819,2
21820,Cluster 21820,3
21821,Cluster 21821,1
21822,Cluster 21822,1
21823,Cluster 21823,2
21824,Cluster 21824,1
21825,Cluster 21825,1
21826,Cluster 21826,1
21827,Cluster 21827,1
21828,Cluster 21828,1
21829,Cluster 21829,1
21830,Cluster 21830,2
21831,Cluster 21831,1
21832,Cluster 21832,1
21833,Cluster 21833,73
21834,Cluster 21834,3
21835,Cluster 21835,1
21836,Cluster 21836,107
21837,Cluster 21837,1
21838,Cluster 21838,6
21839,Cluster 21839,8
21840,Cluster 21840,9
21841,Cluster 21841,7
21842,Cluster 21842,564
21843,Cluster 21843,6
21844,Cluster 21844,3
21845,Cluster 21845,2
21846,Cluster 21846,8
21847,Cluster 21847,1
21848,Cluster 21848,7
21849,Cluster 21849,1
21850,Cluster 21850,3
21851,Cluster 21851,1
21852,Cluster 21852,1
21853,Cluster 21853,1
21854,Cluster 21854,91
21855,Cluster 21855,1
21856,Cluster 21856,2
21857,Cluster 21857,1
21858,Cluster 21858,1
21859,Cluster 21859,6
21860,Cluster 21860,3
21861,Cluster 21861,1
21862,Cluster 21862,9
21863,Cluster 21863,1
21864,Cluster 21864,1
21865,Cluster 21865,1
21866,Cluster 21866,1
21867,Cluster 21867,1
21868,Cluster 21868,1
21869,Cluster 21869,1
21870,Cluster 21870,1
21871,Cluster 21871,1
21872,Cluster 21872,2
21873,Cluster 21873,1
21874,Cluster 21874,46
21875,Cluster 21875,7
21876,Cluster 21876,5
21877,Cluster 21877,3
21878,Cluster 21878,2
21879,Cluster 21879,1
21880,Cluster 21880,2
21881,Cluster 21881,1
21882,Cluster 21882,1
21883,Cluster 21883,1
21884,Cluster 21884,1
21885,Cluster 21885,1
21886,Cluster 21886,2
21887,Cluster 21887,1
21888,Cluster 21888,1
21889,Cluster 21889,584
21890,Cluster 21890,590
21891,Cluster 21891,589
21892,Cluster 21892,566
21893,Cluster 21893,593
21894,Cluster 21894,582
21895,Cluster 21895,584
21896,Cluster 21896,4
21897,Cluster 21897,2
21898,Cluster 21898,199
21899,Cluster 21899,2
21900,Cluster 21900,25
21901,Cluster 21901,2
21902,Cluster 21902,9
21903,Cluster 21903,71
21904,Cluster 21904,42
21905,Cluster 21905,9
21906,Cluster 21906,1
21907,Cluster 21907,9
21908,Cluster 21908,1
21909,Cluster 21909,12
21910,Cluster 21910,14
21911,Cluster 21911,9
21912,Cluster 21912,52
21913,Cluster 21913,1
21914,Cluster 21914,6
21915,Cluster 21915,1
21916,Cluster 21916,3
21917,Cluster 21917,51
21918,Cluster 21918,3
21919,Cluster 21919,3
21920,Cluster 21920,2
21921,Cluster 21921,6
21922,Cluster 21922,1
21923,Cluster 21923,2
21924,Cluster 21924,1
21925,Cluster 21925,1
21926,Cluster 21926,3
21927,Cluster 21927,42
21928,Cluster 21928,2
21929,Cluster 21929,1
21930,Cluster 21930,1
21931,Cluster 21931,3
21932,Cluster 21932,7
21933,Cluster 21933,8
21934,Cluster 21934,2
21935,Cluster 21935,1
21936,Cluster 21936,1
21937,Cluster 21937,594
21938,Cluster 21938,1
21939,Cluster 21939,3
21940,Cluster 21940,587
21941,Cluster 21941,1
21942,Cluster 21942,3
21943,Cluster 21943,1
21944,Cluster 21944,3
21945,Cluster 21945,1
21946,Cluster 21946,2
21947,Cluster 21947,1
21948,Cluster 21948,1
21949,Cluster 21949,3
21950,Cluster 21950,2
21951,Cluster 21951,3
21952,Cluster 21952,1
21953,Cluster 21953,3
21954,Cluster 21954,1
21955,Cluster 21955,2
21956,Cluster 21956,3
21957,Cluster 21957,1
21958,Cluster 21958,2
21959,Cluster 21959,1
21960,Cluster 21960,3
21961,Cluster 21961,2
21962,Cluster 21962,1
21963,Cluster 21963,1
21964,Cluster 21964,585
21965,Cluster 21965,2
21966,Cluster 21966,1
21967,Cluster 21967,1
21968,Cluster 21968,2
21969,Cluster 21969,1
21970,Cluster 21970,7
21971,Cluster 21971,1
21972,Cluster 21972,1
21973,Cluster 21973,1
21974,Cluster 21974,577
21975,Cluster 21975,581
21976,Cluster 21976,582
21977,Cluster 21977,30
21978,Cluster 21978,593
21979,Cluster 21979,592
21980,Cluster 21980,584
21981,Cluster 21981,126
21982,Cluster 21982,17
21983,Cluster 21983,67
21984,Cluster 21984,18
21985,Cluster 21985,2
21986,Cluster 21986,11
21987,Cluster 21987,20
21988,Cluster 21988,8
21989,Cluster 21989,583
21990,Cluster 21990,1
21991,Cluster 21991,9
21992,Cluster 21992,11
21993,Cluster 21993,2
